Gene name,NBs,GMCs,Hey,Secondary neurons (low Imp),Secondary neurons (high Imp),Secondary motor neurons,Motor neurons,Interneurons,Glia precursors,Midline glia,Subperineurial glia,Cortex glia 1,Cortex glia 2,Astrocytes,Ensheathing glia,Trachea,Twi+,Unannotated
lncRNA:CR32385,1.003019193,1.00199135,1.004436726,1,1.007274765,1.003399405,1.003738877,1,1,1,1,1,1,1.006242607,1.012946696,1,1,1.002915221
Acbp2,1.024410323,1.014023002,1.015764732,1.011817161,1.017056842,1.011948562,1.022643997,1.037467357,3.012797603,33.54602186,1.213482768,6.523828407,1.024403855,4.651227344,1.012946696,1.010767252,1,1.026545025
asRNA:CR43470,1,1,1,1.023773966,1.009711428,1.005103439,1,1,1,1,1,1,1,1,1.012946696,1,1,1
mrva,1.154303411,1.079480837,1.322839961,1.235482888,1.06741078,1.094099307,1.347906115,1.577913047,1.101691721,1.971840557,1.268356376,1.538805788,1.730692435,1.356539463,1.108390354,1.081704228,1.032345062,1.053794688
asRNA:CR45835,1.001206585,1.000663343,1.005326431,1,1.004843982,1,1.007491733,1.014821773,1,1,1.002768032,1,1.012128379,1.018844976,1,1,1,1.002915221
Mcad,1.021942713,1.014247167,1.017565007,1.178768635,1.192889483,1.064795061,1.045800744,1.026082093,1.099516413,2.285463864,1.230370797,1.080753904,1.191012255,1.097843767,1.039345109,1.040050108,1.010667487,1.020585885
CG32371,1,1,1.000885775,1,1,1,1,1.007383627,1,1,1,1,1,1,1,1,1,1
asRNA:CR45867,1.009693542,1.002212856,1.002068028,1,1,1,1.01125862,1.014821773,1,1,1,1,1,1,1,1,1,1.00583894
lncRNA:CR43974,1.001206585,1.000663343,1.00236381,1,1,1,1,1.003685024,1.001978422,1,1,1,1.012128379,1,1,1,1,1
Nulp1,1.172541017,1.131520125,1.18915131,1.34137751,1.077776863,1.105295141,1.241661575,1.413057207,1.026027021,1.060818355,1.030873278,1.039593143,1.205457303,1.057607019,1.080238255,1.036343853,1,1.088084071
Cds,1.133612222,1.069505608,1.361256653,1.060498855,1.024455691,1.005103439,1.12264672,1.439285549,1.036216835,1.193776642,1.028027665,1.031551049,1.068552369,1.018844976,1,1.003576279,1,1.020585885
asRNA:CR45870,1.000603111,1.000663343,1.001772334,1,1.002419065,1.001698261,1.003738877,1,1,1,1.002768032,1,1,1,1,1,1,1
lncRNA:CR45409,1.034964309,1.025292199,1.05021108,1.011817161,1.075175942,1.025778979,1.089625222,1.068449484,1.003960759,1,1.013916991,1.003890491,1.006045913,1,1.026061009,1.003576279,1,1.014661338
Cpsf6,2.327287092,1.76174939,1.556432257,2.981877486,5.862741349,1.988165204,2.070357676,1.679730533,1.028056936,1.159051048,1.089469022,1.064097567,1.96423623,1.084264241,1.509283936,1.165914401,1.111944086,1.481392146
mkg-p,1.001810423,1.00044218,1.000590429,1,1.002419065,1,1,1,1,1,1.002768032,1,1.006045913,1,1,1,1,1
Pus7,1.031227014,1.011113354,1.029648649,1,1.019517168,1.006810367,1.038024145,1.022314839,1.001978422,1,1.002768032,1.01171694,1.018247619,1.012524185,1.012946696,1,1,1.00583894
lncRNA:CR43910,1.016412304,1.00709839,1.007405474,1,1.007274765,1.006810367,1.200650294,1.150013333,1,1.125335583,1.008327102,1.003890491,1.006045913,1.012524185,1.026061009,1,1,1.002915221
lncRNA:CR44526,1,1,1,1,1,1,1,1,1,1,1.002768032,1,1,1.006242607,1,1,1,1
Cp19,1.001206585,1.000221066,1.000295171,1.011817161,1,1,1.007491733,1,1,1,1,1,1,1,1,1,1,1
asRNA:CR45871,1,1.000663343,1.000295171,1.011817161,1.002419065,1,1,1,1,1,1,1,1.006045913,1,1,1,1,1.002915221
CG5194,1,1,1,1.023773966,1,1.001698261,1,1,1,1,1,1,1,1,1,1,1,1.002915221
asRNA:CR43481,1.033717041,1.022802278,1.008000276,1,1.002419065,1,1.069481853,1.01109586,1,1.029960366,1,1,1.006045913,1,1,1,1,1.00583894
Cpsf5,1.838514833,1.553537989,1.34806344,1.820556165,2.597051654,1.479886625,1.750297335,1.482267265,1.024001114,1.092600861,1.077489298,1.027553362,1.497589099,1.104697175,1.137276124,1.05124859,1.032345062,1.265907645
Tat,1.681564528,1.199514416,1.467654879,1.151395399,1.088243616,1.070229178,1.692486143,2.35615834,1.028056936,1.159051048,1.062699715,1.089179589,1.121342338,1.012524185,1.026061009,1.021650438,1,1.104036839
asRNA:CR45873,1.001810423,1.00199135,1.001772334,1.011817161,1.002419065,1.001698261,1.003738877,1.003685024,1.001978422,1,1,1.007796118,1.012128379,1,1,1,1.010667487,1
asRNA:CR45874,1.01396396,1.012902917,1.007108205,1,1.007274765,1.006810367,1.01125862,1.026082093,1.001978422,1,1,1.003890491,1.006045913,1.006242607,1,1,1,1.011711974
asRNA:CR45804,1,1,1.000590429,1,1,1,1,1.003685024,1,1,1,1,1,1,1,1,1,1
Ilp3,1,1,1.000295171,1,1,1,1.007491733,1,1,1,1.002768032,1,1,1,1,1,1,1
lncRNA:CR45406,1.011521514,1.009103875,1.01486579,1.011817161,1,1.006810367,1.038024145,1.018561415,1,1,1,1,1.018247619,1,1.026061009,1,1,1.002915221
asRNA:CR45875,1.000603111,1.00044218,1.000885775,1,1.002419065,1,1.003738877,1,1.001978422,1.029960366,1.002768032,1,1,1,1,1,1,1
CG46387,1.004835082,1.00243441,1.010084849,1.011817161,1.009711428,1.001698261,1.018834699,1.014821773,1,1,1,1,1.018247619,1,1.026061009,1.003576279,1.010667487,1.002915221
lncRNA:CR45876,1.000603111,1,1.000885775,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR45877,1,1,1.001476727,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR44539,1,1.00044218,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.002915221
lncRNA:CR45242,1.001810423,1.000663343,1,1.544455893,1.057144398,1,1.007491733,1,1.001978422,1,1,1,1,1,1,1.010767252,1,1.011711974
lncRNA:CR46003,1.015187394,1.020543962,1.029041073,4.393970561,2.161386447,1.079347737,1.018834699,1.029863231,1.001978422,1,1,1,1.036828213,1,1.052801194,1.137140044,1.010667487,1.059947732
lncRNA:CR46004,1.114635209,1.137036,1.059238095,1.192698333,1.150430642,1.283297039,1.085566423,1.022314839,1,1,1,1.003890491,1,1.006242607,1.080238255,1.007165348,1,1.088084071
lncRNA:CR46006,1.545449173,1.653457405,1.138328538,6.947630846,4.461981928,3.191927792,1.667408993,1.16277372,1.009931331,1.029960366,1.019537869,1,1.838221773,1.031605178,1.95210329,1.070181316,1.04335759,1.498742173
lncRNA:CR45245,1.000603111,1.000221066,1.000590429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR44543,1,1.000221066,1,1.011817161,1.004843982,1.001698261,1,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR43990,1,1,1.000295171,1.011817161,1.002419065,1,1,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR44347,1.000603111,1.003986665,1.003251678,1,1.002419065,1.003399405,1.015039591,1.007383627,1,1,1,1,1,1.006242607,1,1,1,1.002915221
lncRNA:CR45169,1.001206585,1,1.000885775,1,1,1.001698261,1,1.003685024,1,1,1,1,1,1,1,1,1,1
OXA1L,1.071797143,1.038980672,1.054559303,1.073030941,1.06741078,1.050438596,1.06152916,1.096316883,1.007937205,1.029960366,1.002768032,1.023571167,1.068552369,1.006242607,1.039345109,1.018009751,1,1.020585885
asRNA:CR45171,1.007261383,1.003321119,1.003844027,1.011817161,1.019517168,1.010232923,1,1.007383627,1,1,1,1,1.006045913,1,1.026061009,1.003576279,1,1.002915221
lncRNA:CR45745,1.008476729,1.005763615,1.003844027,1.011817161,1.002419065,1,1.01125862,1.007383627,1,1,1,1,1,1,1,1,1,1.002915221
lncRNA:CR43989,1.000603111,1,1,1.011817161,1.002419065,1,1,1,1,1.029960366,1,1,1,1,1,1,1,1
lncRNA:CR44716,1.003624124,1.003099368,1.00236381,1,1,1.010232923,1,1,1,1,1,1,1,1.006242607,1,1,1,1
lncRNA:CR45251,1.000603111,1,1,1,1,1,1,1,1.001978422,1,1,1,1,1.012524185,1,1,1,1
lncRNA:CR45036,1.000603111,1,1.002659679,1,1,1,1,1.003685024,1,1,1.002768032,1,1.018247619,1,1,1,1,1
lncRNA:CR44363,1,1.000221066,1,1,1,1,1.003738877,1,1,1,1.002768032,1,1,1,1,1,1,1
lncRNA:CR46414,1.002414626,1.000663343,1.000590429,1,1,1,1.007491733,1.003685024,1,1,1,1,1,1,1,1,1,1
CG46394,1.000603111,1.000221066,1.000295171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR45883,1.00422942,1.00199135,1.004733207,1,1,1,1,1.014821773,1,1,1,1,1,1,1,1,1,1
asRNA:CR45885,1.000603111,1.00044218,1.000295171,1,1,1,1,1,1,1,1,1.003890491,1,1,1,1,1,1
lncRNA:CR43887,1.001810423,1.001769893,1.003547809,1,1.004843982,1.006810367,1,1,1,1,1,1,1,1,1,1.003576279,1,1.002915221
Dph1,1.32360873,1.208563204,1.070868059,1.310228189,1.601832124,1.199086201,1.156668947,1.037467357,1.019961293,1.229542627,1.019537869,1.019604405,1.418510193,1.044525192,1.039345109,1.047502429,1.032345062,1.084921286
prc,1,1,1,1,1,1,1.003738877,1,1,1,1.002768032,1,1,1,1,1,1,1
Muc68E,1,1,1,1,1,1,1.003738877,1.003685024,1,1,1,1,1,1,1,1,1,1
CG42397,1,1,1.000295171,1,1,1,1.003738877,1.007383627,1,1,1,1,1,1,1,1,1,1
Est-P,1.000603111,1.000221066,1.000295171,1,1.002419065,1,1,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR45746,1.001206585,1.001548485,1.002955635,1,1,1,1.01125862,1.018561415,1,1,1,1,1,1,1,1,1,1
Sms,2.180571373,1.368723229,1.880566277,1.250082788,1.210308595,1.19299781,2.078098488,2.480668261,1.011929402,1,1.033726768,1.007796118,1.121342338,1.006242607,1.039345109,1.025304145,1.010667487,1.18048557
lncRNA:CR46241,1,1.000221066,1.001181207,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR45658,1,1.00044218,1.003251678,1,1,1,1.003738877,1.003685024,1,1,1,1,1,1,1,1,1,1
lncRNA:CR45444,1.005441109,1.002656014,1.003547809,1,1.004843982,1.005103439,1.003738877,1.014821773,1,1,1,1,1,1,1,1,1,1
SCaMC,1.295188774,1.143336685,1.264809508,1.111522779,1.230952637,1.092244391,1.327934522,1.68592038,1.150652555,12.29542627,1.247493856,1.312332381,1.162639373,1.416939644,1.108390354,1.028970919,1,1.078623269
asRNA:CR45682,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR32111,1.097298265,1.125782137,1.020271403,1,1.002419065,1.008520193,1.030305372,1,1,1,1,1.007796118,1,1.018844976,1,1,1,1.050731573
lncRNA:CR43431,1.031848958,1.028469957,1.007405474,1,1.002419065,1.003399405,1.026467537,1,1,1,1,1,1.006045913,1,1,1,1,1.002915221
lncRNA:CR44552,1.000603111,1.000884555,1.001476727,1,1,1,1,1,1,1,1,1,1.006045913,1,1,1,1,1
Vps13D,1.058950408,1.031201588,1.035438543,1,1.062265186,1.043333115,1.045800744,1.033658301,1.005947017,1,1.008327102,1.003890491,1.030597312,1.012524185,1,1.014382038,1,1.0176193
Cul6,1.007261383,1.002212856,1.006216924,1,1.004843982,1.006810367,1.041905189,1.037467357,1.001978422,1,1.005543725,1.003890491,1.024403855,1,1,1.003576279,1,1.002915221
asRNA:CR45445,1,1.00044218,1.000885775,1,1,1,1.003738877,1.003685024,1,1,1,1,1,1.006242607,1,1,1,1
snoRNA:Psi28S-3327a,1.001206585,1,1.000590429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR43146,1.015187394,1.007989224,1.013070291,1,1.002419065,1.011948562,1.007491733,1.003685024,1.001978422,1,1,1,1.006045913,1,1,1,1,1
JMJD7,1.058312128,1.041740219,1.084224459,1.060498855,1.054593268,1.024039893,1.097788403,1.1415843,1.003960759,1,1.013916991,1.01171694,1.068552369,1.012524185,1,1.003576279,1.010667487,1.026545025
lncRNA:CR45825,1.02998425,1.015593201,1.049281652,1,1.007274765,1.006810367,1.01125862,1.060618274,1,1,1,1,1,1,1,1.003576279,1,1
lncRNA:CR45120,1.000603111,1.000221066,1.001476727,1,1,1.001698261,1,1.003685024,1,1,1,1,1,1,1,1,1,1
asRNA:CR42871,1.007261383,1.000884555,1.00651393,1,1,1,1.01125862,1.007383627,1,1,1,1,1.006045913,1,1,1,1,1
asRNA:CR46067,1.004835082,1.002212856,1.001772334,1,1,1.001698261,1.003738877,1,1.001978422,1,1.002768032,1,1.012128379,1,1.012946696,1,1,1
lncRNA:CR45233,1.02132674,1.019191366,1.01277135,1.023773966,1.007274765,1.024039893,1.034157557,1.01109586,1,1,1,1,1.006045913,1.012524185,1,1.003576279,1.010667487,1.002915221
asRNA:CR44843,1.007868873,1.004430608,1.008297809,1.011817161,1.007274765,1.02752102,1.003738877,1.041290449,1.001978422,1,1,1,1.030597312,1,1.026061009,1,1,1.008771183
lncRNA:CR44702,1.001206585,1,1.000590429,1,1,1,1,1.007383627,1,1,1,1,1,1,1,1,1,1
lncRNA:CR43432,1,1,1,1,1,1,1,1,1,1,1,1,1.191012255,1,1,1.014382038,1,1
Rpn12R,1,1,1.001772334,1,1.002419065,1.003399405,1,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR43684,1,1,1.003844027,1,1,1,1.003738877,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR43973,1.001206585,1.001769893,1.000295171,1,1.002419065,1.001698261,1.01125862,1,1,1.029960366,1,1,1,1,1,1,1,1.002915221
asRNA:CR43971,1.000603111,1.00044218,1.000295171,1,1,1.001698261,1.003738877,1,1.001978422,1,1,1,1,1,1,1,1,1
asRNA:CR45396,1.012131574,1.004652653,1.003251678,1,1.004843982,1.001698261,1.018834699,1.022314839,1,1,1,1,1.012128379,1,1,1.003576279,1,1.002915221
asRNA:CR43159,1.005441109,1.00199135,1.00236381,1,1.002419065,1.001698261,1.007491733,1.003685024,1.001978422,1,1,1,1,1,1,1,1,1.002915221
Phs,1.069860243,1.163220102,1.010681233,1.863838006,5.532444984,1.958033832,1.139530868,1.014821773,1.003960759,1.092600861,1.011118184,1.007796118,1.234875109,1.064209244,1.361689888,1.05124859,1.065736327,1.229588514
lncRNA:CR44050,1.002414626,1,1.01277135,1,1,1,1.026467537,1.060618274,1,1,1,1,1,1,1,1,1,1
CG17028,1,1.000221066,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
asRNA:CR45889,1.003019193,1.003099368,1.000590429,1,1.002419065,1,1.01125862,1,1,1,1,1,1,1,1,1,1,1.002915221
lncRNA:CR43951,1.000603111,1.000663343,1.00236381,1,1.002419065,1.005103439,1,1,1,1,1,1,1,1,1,1,1,1.002915221
Strump,1.039968446,1.017840563,1.018165807,1,1.029418136,1.003399405,1.038024145,1.033658301,1,1,1.013916991,1.003890491,1.030597312,1.006242607,1,1.003576279,1,1.00583894
Pgm1,1.13909333,1.066672511,2.504631924,1.060498855,1.021983447,1.018840303,1.126844158,4.687340658,1.180600613,1.557068405,1.393341662,1.150027599,1.012128379,1.323188207,1.026061009,1.028970919,1,1.020585885
lncRNA:CR45755,1.009084952,1.01178407,1.01486579,1.023773966,1.012153986,1.010232923,1.003738877,1.033658301,1,1,1.005543725,1,1.094629166,1.006242607,1,1.003576279,1.010667487,1.00583894
lncRNA:CR45437,1.001810423,1.00044218,1,1,1,1,1,1,1,1,1.005543725,1,1,1.006242607,1,1,1,1
CG13051,1,1.000221066,1.012173733,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cpr72Ec,1,1.000221066,1.000885775,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Agpat4,1,1.00044218,1.001181207,1,1,1,1,1.003685024,1,1,1,1,1.006045913,1,1,1,1,1
Agpat3,1.320420409,1.222264535,1.230203417,1.562706977,1.359137448,1.209302648,1.313150262,1.367044801,1.15978552,1.266380173,1.397198476,1.13670885,1.265010822,1.104697175,1.052801194,1.05124859,1.054487594,1.156674404
Apl,1.039341608,1.014247167,1.029344816,1.048113134,1.029418136,1.006810367,1.022643997,1.026082093,1.001978422,1.029960366,1.005543725,1.007796118,1.043096786,1.012524185,1.012946696,1.007165348,1,1.011711974
Arts,1.094655082,1.041740219,1.069920351,1.085711119,1.059701699,1.015388586,1.057575017,1.08030485,1.001978422,1.029960366,1.016723545,1.019604405,1.088050905,1.025205225,1.012946696,1.014382038,1,1.023561118
asRNA:CR45865,1.004835082,1.003321119,1.004436726,1.011817161,1.004843982,1.006810367,1.022643997,1.029863231,1,1,1.008327102,1.003890491,1.012128379,1.006242607,1.012946696,1,1,1.011711974
asRNA:CR46033,1.001810423,1.002212856,1.001476727,1,1,1,1.003738877,1,1,1,1,1.003890491,1,1,1,1,1,1
lncRNA:CR45897,1.001206585,1,1.000295171,1,1.007274765,1,1,1,1.003960759,1,1.002768032,1,1,1,1,1,1,1
CG9701,1,1,1.001181207,1,1,1,1,1.003685024,1,1,1,1,1,1,1,1,1,1
lncRNA:CR46214,1,1.00044218,1.000885775,1,1,1,1,1,1.001978422,1,1,1,1,1,1,1,1,1
kud,2.080396486,1.4622402,1.663293852,3.514943653,2.273882926,1.447599716,1.816850894,2.004088671,1.162080066,1.557068405,1.126213291,1.195560807,1.619660847,1.282649831,1.228529176,1.129050008,1.135793919,1.160046365
lncRNA:CR45898,1.001810423,1.00044218,1.000885775,1.011817161,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG6652,1.000603111,1.000221066,1.000885775,1,1,1,1,1,1,1,1,1.003890491,1,1.006242607,1,1,1,1
lncRNA:CR43870,1,1.000221066,1,1,1,1,1,1,1,1,1.030873278,1,1,1,1,1,1,1
lncRNA:CR44564,1.000603111,1.000663343,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.002915221
brv2,1,1.000221066,1.000590429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lncRNA:noe,1.94221E+51,2.45437E+36,34642.18123,34333.20018,5736.63044,53.64762236,5.10818E+43,1444.589351,4.728007008,1.304321387,8.42500618,12.23741571,251.4916442,5.30059136,1.672875756,15.02256826,1.44974067,51945739.92
Gorab,1.018866559,1.005985954,1.01846634,1.221053503,1.136616224,1.01711298,1.030305372,1.045127629,1.001978422,1,1.005543725,1.007796118,1.141804165,1.051045753,1.039345109,1.021650438,1,1.00583894
lncRNA:CR44565,1.008476729,1.00243441,1.014266937,1,1,1,1.015039591,1.014821773,1,1,1,1,1,1,1,1,1,1
anchor,1.051316397,1.028242648,1.086146067,1.060498855,1.054593268,1.018840303,1.057575017,1.180008088,1.007937205,1.159051048,1.013916991,1.003890491,1,1.012524185,1.066431491,1,1,1.023561118
lncRNA:CR44566,1.001206585,1.00044218,1.00236381,1,1,1,1,1.003685024,1,1,1,1,1,1,1,1,1,1
lncRNA:CR44567,1.001810423,1.001327126,1.002955635,1,1,1.003399405,1.007491733,1.007383627,1,1,1,1,1,1,1,1.007165348,1,1
asRNA:CR45175,1,1.000221066,1.000295171,1,1,1,1,1.003685024,1,1,1,1,1.006045913,1.006242607,1,1,1,1.002915221
Wdr92,1.075681469,1.03691581,1.041568345,1,1.039415257,1.02752102,1.069481853,1.133217047,1.001978422,1,1.008327102,1.007796118,1.049403258,1.018844976,1.026061009,1.014382038,1.010667487,1.014661338
lncRNA:CR43174,1,1,1.002659679,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR45393,1.001206585,1.000884555,1,1,1,1,1,1.003685024,1,1,1,1,1,1,1,1,1,1
lncRNA:CR45921,1.00422942,1.001769893,1.000590429,1,1,1,1.007491733,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR45922,1.013352796,1.007989224,1.002068028,1,1,1.001698261,1.030305372,1,1,1,1,1,1,1,1,1,1,1.00583894
lncRNA:CR43253,1.006654259,1.001105816,1.000295171,1,1,1.001698261,1,1.003685024,1,1,1,1,1,1,1,1,1,1
RpIIIC53,1.09333588,1.039899708,1.043722337,1.085711119,1.049509463,1.006810367,1.097788403,1.04897895,1.005947017,1.029960366,1.011118184,1.019604405,1.107905243,1.025205225,1.012946696,1.028970919,1.010667487,1.0176193
lncRNA:CR45938,1,1,1.002659679,1,1.004843982,1.003399405,1,1.01109586,1,1,1,1,1,1,1,1,1,1
lncRNA:CR45939,1,1.000221066,1.001181207,1.011817161,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR32027,1.003019193,1.00044218,1.000885775,1,1,1.001698261,1.015039591,1,1.001978422,1.029960366,1.002768032,1,1.107905243,1,1.026061009,1,1.010667487,1.002915221
lncRNA:CR45388,1.050049423,1.241597966,1.039112081,39998.23396,2392.234655,6.454680108,1.114298692,1.100356837,1.011929402,1,1.042334717,1.007796118,1.049403258,1,3.101845139,1.089455015,1.077105056,1.908347216
lncRNA:CR45387,1.002414626,1.002656014,1.002068028,1.060498855,1.04192967,1.01711298,1,1,1,1,1,1,1,1,1.012946696,1,1,1.002915221
asRNA:CR45912,1,1.001769893,1.000590429,1.035872068,1.009711428,1.005103439,1,1,1,1,1.002768032,1,1,1,1,1,1,1
Uggt,1.100611219,1.059622558,1.08007263,1.294925842,1.192889483,1.059388536,1.148067929,1.092291762,1.054814195,1.266380173,1.048113134,1.031551049,1.169668589,1.038045084,1.066431491,1.028970919,1.010667487,1.056866732
CG18223,1.000603111,1,1.000590429,1,1,1,1,1.003685024,1,1,1,1,1,1,1,1,1,1.002915221
lncRNA:CR45940,1,1.000663343,1.000590429,1,1,1.001698261,1.003738877,1,1,1,1,1,1.006045913,1,1,1,1,1
Ugt316A1,1.176081145,1.085222685,1.14608172,1.235482888,1.153213609,1.055799446,1.178454459,1.206339778,1.024001114,1.060818355,1.033726768,1.007796118,1.162639373,1.012524185,1.066431491,1.040050108,1.010667487,1.072361812
lncRNA:CR45386,1,1.00044218,1.002068028,1,1,1,1.003738877,1,1,1,1,1.003890491,1,1,1,1,1,1
Naxd,1.06407052,1.016042276,1.122979167,1.137948084,1.014602452,1.011948562,1.156668947,1.129056447,1.017947364,1.029960366,1.053923586,1.043637671,1.062130819,1.111593365,1.026061009,1.025304145,1,1.00583894
lncRNA:CR45941,1.007261383,1.002212856,1.003251678,1,1,1.003399405,1.007491733,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR43893,1.001206585,1.000663343,1.000885775,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.002915221
Aldh7A1,1.002414626,1,1.002068028,1,1,1,1,1,1.132601815,1.343399333,1.008327102,1.031551049,1,1.018844976,1,1,1,1
lncRNA:CR45732,1,1.002212856,1,1,1.007274765,1,1,1,1,1,1,1,1,1,1,1,1,1.002915221
asRNA:CR43885,1.001206585,1.00044218,1.010084849,1,1,1,1.01125862,1.026082093,1,1,1,1,1,1,1,1,1,1
lncRNA:CR44677,1.004835082,1.002212856,1.008893137,1,1,1,1.007491733,1.007383627,1,1,1,1,1,1,1,1.007165348,1,1
lncRNA:CR44676,1.011521514,1.004208612,1.012173733,1,1,1,1.003738877,1.003685024,1.001978422,1,1,1,1,1,1,1,1,1
lncRNA:CR45916,1.006047501,1.001548485,1.001181207,1,1,1,1.015039591,1,1,1,1,1,1,1,1,1.010767252,1,1
Rnf146,1.089387803,1.0482077,1.054559303,1.023773966,1.062265186,1.025778979,1.077494125,1.076338517,1.001978422,1,1,1.003890491,1.055747859,1.006242607,1.026061009,1.010767252,1.010667487,1.014661338
Ccdc58,1.524165782,1.274408414,1.229840404,1.279802214,1.261056435,1.170937001,1.490801335,1.279466013,1.011929402,1.193776642,1.062699715,1.051773994,1.351730311,1.132541315,1.039345109,1.043769618,1.032345062,1.056866732
lncRNA:CR45433,1.000603111,1,1.000590429,1,1.004843982,1,1,1,1,1,1,1,1,1,1.012946696,1.003576279,1,1
lncRNA:CR32218,1.146673151,1.074719177,1.079116776,1.098541142,1.125684223,1.048657702,1.178454459,1.116666076,1.024001114,1.092600861,1.033726768,1.023571167,1.409985543,1.012524185,1.052801194,1.062567649,1,1.050731573
asRNA:CR43889,1.000603111,1.001548485,1.001476727,1,1,1.006810367,1.015039591,1.003685024,1,1,1,1,1.006045913,1.006242607,1,1,1,1.002915221
asRNA:CR45161,1,1.00044218,1.000590429,1,1,1,1,1.003685024,1.088704132,1.70125428,1.005543725,1.043637671,1,1.025205225,1,1,1,1
lncRNA:CR43890,1.002414626,1.000663343,1.001772334,1,1.002419065,1.001698261,1,1.007383627,1,1,1,1,1,1,1,1.003576279,1,1.002915221
asRNA:CR43872,1,1.00044218,1.000295171,1,1.002419065,1,1,1,1,1,1,1,1,1,1,1,1,1
asRNA:CR43944,1.010911823,1.009550081,1.01277135,1,1.007274765,1.010232923,1.01125862,1.029863231,1.001978422,1,1.002768032,1,1.018247619,1,1,1,1,1
lncRNA:CR45973,1.001206585,1.00044218,1.002659679,1,1.002419065,1,1.049710864,1.003685024,1.009931331,1,1.011118184,1,1.006045913,1.006242607,1,1,1,1
CtIP,1.046257656,1.029379696,1.030864878,1.035872068,1.106805615,1.02057056,1.053635604,1.026082093,1.003960759,1,1,1.007796118,1.081512177,1.012524185,1.012946696,1.014382038,1.010667487,1.014661338
Hpd,1,1.000663343,1.000295171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lncRNA:CR43943,1.012131574,1.005319083,1.012472498,1,1.004843982,1.010232923,1.015039591,1.003685024,1,1.029960366,1.002768032,1,1,1,1.012946696,1,1,1
asRNA:CR45384,1.002414626,1,1.001476727,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
asRNA:CR45943,1.007261383,1.002877667,1.00236381,1,1.014602452,1.001698261,1.003738877,1.007383627,1.003960759,1,1,1.003890491,1,1.006242607,1.012946696,1.003576279,1,1
lncRNA:CR45734,1,1,1,1,1,1,1,1,1.001978422,1,1.005543725,1,1,1,1,1,1,1
asRNA:CR45944,1.000603111,1.000884555,1.000295171,1,1.002419065,1.001698261,1,1,1,1,1,1,1,1,1,1,1,1
Pdss2,1.121375966,1.067144172,1.08807108,1.085711119,1.044450165,1.039798418,1.156668947,1.108481462,1.007937205,1.029960366,1.022359982,1.01171694,1.128121876,1.018844976,1.066431491,1.014382038,1.010667487,1.026545025
CG43072,1.001810423,1.000884555,1.000590429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
asRNA:CR45951,1.051950457,1.031201588,1.058300679,1,1.012153986,1.003399405,1.081522743,1.052844462,1.003960759,1,1,1,1,1.006242607,1,1,1,1.023561118
CG43218,1.000603111,1.000221066,1.000885775,1,1,1,1.003738877,1.003685024,1.003960759,1,1,1,1,1,1,1,1,1
