"","FBgn","Symbol","ensembl","CG","Start","End","Strand","CHR","Name"
"FBgn0034743","FBgn0034743","RpS16","37580","CG4046",22605744,22607995,1,"2R","37580"
"FBgn0034744","FBgn0034744","Vps20","37581","CG4071",22608309,22609419,1,"2R","37581"
"FBgn0034745","FBgn0034745","CG4329","37582","CG4329",22609333,22613376,-1,"2R","37582"
"FBgn0034748","FBgn0034748","CG17807","37585","CG17807",22634018,22635942,-1,"2R","37585"
"FBgn0034750","FBgn0034750","CG3732","37588","CG3732",22638806,22640201,-1,"2R","37588"
"FBgn0034753","FBgn0034753","CG2852","37591","CG2852",22644645,22646344,-1,"2R","37591"
"FBgn0034755","FBgn0034755","CG3746","37593","CG3746",22648994,22649750,-1,"2R","37593"
"FBgn0034756","FBgn0034756","Cyp6d2","37594","CG4373",22652572,22654530,-1,"2R","37594"
"FBgn0034761","FBgn0034761","CG4250","37599","CG4250",22663691,22664474,1,"2R","37599"
"FBgn0034763","FBgn0034763","RYBP","37601","CG12190",22670586,22673212,1,"2R","37601"
"FBgn0034769","FBgn0034769","Obp58c","37608","CG13524",22705871,22706678,-1,"2R","37608"
"FBgn0034770","FBgn0034770","Obp58d","37609","CG13519",22706933,22707772,1,"2R","37609"
"FBgn0034774","FBgn0034774","CG13526","37613","CG13526",22755218,22755896,1,"2R","37613"
"FBgn0034776","FBgn0034776","CG13527","37615","CG13527",22763705,22765421,1,"2R","37615"
"FBgn0034783","FBgn0034783","CG9825","37624","CG9825",22837360,22839291,1,"2R","37624"
"FBgn0034784","FBgn0034784","CG9826","37625","CG9826",22840738,22842977,1,"2R","37625"
"FBgn0034785","FBgn0034785","CG3649","37626","CG3649",22845976,22847911,1,"2R","37626"
"FBgn0034786","FBgn0034786","CG13531","37627","CG13531",22847831,22853827,-1,"2R","37627"
"FBgn0034788","FBgn0034788","CG13532","37632","CG13532",22871189,22874427,1,"2R","37632"
"FBgn0034789","FBgn0034789","PIP5K59B","37633","CG3682",22874768,22881436,1,"2R","37633"
"FBgn0034791","FBgn0034791","EMC8-9","37635","CG3501",22881321,22882690,-1,"2R","37635"
"FBgn0034792","FBgn0034792","YME1L","37636","CG3499",22882746,22886247,-1,"2R","37636"
"FBgn0034793","FBgn0034793","asrij","37637","CG13533",22886397,22887578,1,"2R","37637"
"FBgn0034795","FBgn0034795","MED23","37639","CG3695",22888927,22894425,1,"2R","37639"
"FBgn0034796","FBgn0034796","CG3700","37640","CG3700",22894434,22895745,1,"2R","37640"
"FBgn0034797","FBgn0034797","nahoda","37641","CG12781",22896173,22916719,1,"2R","37641"
"FBgn0034800","FBgn0034800","CG3788","37644","CG3788",22932034,22934077,-1,"2R","37644"
"FBgn0034802","FBgn0034802","CNBP","37646","CG3800",22934568,22937077,-1,"2R","37646"
"FBgn0034803","FBgn0034803","CG9849","37647","CG9849",22937278,22939025,1,"2R","37647"
"FBgn0034804","FBgn0034804","CG3831","37648","CG3831",22938986,22941169,-1,"2R","37648"
"FBgn0034808","FBgn0034808","CG9896","37652","CG9896",22993668,22998884,-1,"2R","37652"
"FBgn0034814","FBgn0034814","CG9890","37659","CG9890",23062746,23064260,-1,"2R","37659"
"FBgn0034816","FBgn0034816","CG3085","37663","CG3085",23074822,23076857,1,"2R","37663"
"FBgn0034817","FBgn0034817","Art7","37664","CG9882",23076687,23079038,-1,"2R","37664"
"FBgn0034819","FBgn0034819","CG9877","37666","CG9877",23085880,23086268,-1,"2R","37666"
"FBgn0034820","FBgn0034820","CG13538","37667","CG13538",23087176,23088165,1,"2R","37667"
"FBgn0034821","FBgn0034821","CG9876","37668","CG9876",23090099,23094266,-1,"2R","37668"
"FBgn0034822","FBgn0034822","RpL37b","37669","CG9873",23100056,23100478,-1,"2R","37669"
"FBgn0034824","FBgn0034824","Klp59C","37671","CG3219",23123922,23126042,-1,"2R","37671"
"FBgn0034825","FBgn0034825","Gpdh2","37672","CG3215",23128603,23130189,-1,"2R","37672"
"FBgn0034826","FBgn0034826","CG13544","37673","CG13544",23139079,23140577,-1,"2R","37673"
"FBgn0034827","FBgn0034827","Klp59D","37674","CG12192",23141998,23144497,1,"2R","37674"
"FBgn0034828","FBgn0034828","CG13545","37675","CG13545",23157576,23158185,-1,"2R","37675"
"FBgn0034829","FBgn0034829","CG9899","37676","CG9899",23153853,23162077,1,"2R","37676"
"FBgn0034833","FBgn0034833","CG13539","37680","CG13539",23183976,23185288,1,"2R","37680"
"FBgn0034834","FBgn0034834","LS2","37681","CG3162",23210129,23211539,-1,"2R","37681"
"FBgn0034835","FBgn0034835","CG3092","37682","CG3092",23232625,23233927,1,"2R","37682"
"FBgn0034837","FBgn0034837","RpL22-like","37684","CG9871",23246609,23247893,-1,"2R","37684"
"FBgn0034838","FBgn0034838","CG12782","37685","CG12782",23264268,23265543,-1,"2R","37685"
"FBgn0034839","FBgn0034839","CG13540","37686","CG13540",23270476,23271059,1,"2R","37686"
"FBgn0034840","FBgn0034840","CG3124","37688","CG3124",23282742,23284113,-1,"2R","37688"
"FBgn0034841","FBgn0034841","CG13541","37689","CG13541",23284226,23285821,1,"2R","37689"
"FBgn0034842","FBgn0034842","Prosbeta5R1","37690","CG9868",23308653,23309816,-1,"2R","37690"
"FBgn0034844","FBgn0034844","CG9861","37692","CG9861",23323658,23326745,1,"2R","37692"
"FBgn0034846","FBgn0034846","CG9863","37694","CG9863",23346634,23347768,1,"2R","37694"
"FBgn0034849","FBgn0034849","CG3500","37697","CG3500",23356371,23357565,-1,"2R","37697"
"FBgn0034850","FBgn0034850","CG9875","37698","CG9875",23357659,23358508,1,"2R","37698"
"FBgn0034853","FBgn0034853","Ice1","37701","CG13550",23366865,23371459,1,"2R","37701"
"FBgn0034854","FBgn0034854","Golgin245","37702","CG3493",23371359,23377045,-1,"2R","37702"
"FBgn0034856","FBgn0034856","yellow-d2","37704","CG9891",23381196,23382591,1,"2R","37704"
"FBgn0034858","FBgn0034858","eIF2Bdelta","37706","CG10315",23386520,23389052,1,"2R","37706"
"FBgn0034859","FBgn0034859","CG3520","37708","CG3520",23396769,23402309,-1,"2R","37708"
"FBgn0034860","FBgn0034860","CG9812","37709","CG9812",23412319,23419684,-1,"2R","37709"
"FBgn0034861","FBgn0034861","CG9815","37710","CG9815",23421520,23433354,-1,"2R","37710"
"FBgn0034863","FBgn0034863","SkpF","37713","CG12227",23458064,23458759,-1,"2R","37713"
"FBgn0034869","FBgn0034869","CG13558","37719","CG13558",23499650,23500702,1,"2R","37719"
"FBgn0034870","FBgn0034870","CG13559","37720","CG13559",23502945,23503815,1,"2R","37720"
"FBgn0034876","FBgn0034876","wmd","37727","CG3957",23544822,23548151,-1,"2R","37727"
"FBgn0034877","FBgn0034877","levy","37728","CG17280",23548238,23548982,1,"2R","37728"
"FBgn0034878","FBgn0034878","pita","37730","CG3941",23548966,23554712,-1,"2R","37730"
"FBgn0034879","FBgn0034879","Rrp4","37731","CG3931",23555017,23556217,-1,"2R","37731"
"FBgn0034880","FBgn0034880","ItgaPS5","37732","CG5372",23556671,23560263,1,"2R","37732"
"FBgn0034882","FBgn0034882","Eglp1","37736","CG5398",23602584,23603641,1,"2R","37736"
"FBgn0034883","FBgn0034883","Eglp2","37737","CG17664",23603721,23616754,-1,"2R","37737"
"FBgn0034884","FBgn0034884","Eglp3","37738","CG17662",23605690,23606654,-1,"2R","37738"
"FBgn0034885","FBgn0034885","Eglp4","37739","CG4019",23607591,23614710,-1,"2R","37739"
"FBgn0034887","FBgn0034887","St1","37742","CG5428",23681622,23682952,1,"2R","37742"
"FBgn0034893","FBgn0034893","mRpL43","37750","CG5479",23698104,23699014,1,"2R","37750"
"FBgn0034894","FBgn0034894","sigmar","37751","CG4091",23698948,23702406,-1,"2R","37751"
"FBgn0034898","FBgn0034898","CG18128","37756","CG18128",23718797,23719936,-1,"2R","37756"
"FBgn0034899","FBgn0034899","CG13560","37758","CG13560",23747559,23748477,1,"2R","37758"
"FBgn0034901","FBgn0034901","CG11300","37760","CG11300",23751914,23752495,1,"2R","37760"
"FBgn0034902","FBgn0034902","CG5532","37761","CG5532",23752753,23753515,1,"2R","37761"
"FBgn0034903","FBgn0034903","sona","37762","CG9850",23753476,23798395,-1,"2R","37762"
"FBgn0034904","FBgn0034904","CG15800","37763","CG15800",23790613,23791227,-1,"2R","37763"
"FBgn0034907","FBgn0034907","CG5539","37766","CG5539",23804810,23806144,1,"2R","37766"
"FBgn0034908","FBgn0034908","CG5543","37768","CG5543",23809235,23811398,1,"2R","37768"
"FBgn0034909","FBgn0034909","CG4797","37770","CG4797",23812184,23818327,-1,"2R","37770"
"FBgn0034911","FBgn0034911","GlyT","37772","CG5549",23820353,23839864,1,"2R","37772"
"FBgn0034913","FBgn0034913","Snap29","37774","CG11173",23843482,23844763,-1,"2R","37774"
"FBgn0034914","FBgn0034914","CG5554","37775","CG5554",23845000,23847024,1,"2R","37775"
"FBgn0034915","FBgn0034915","eIF6","37776","CG17611",23849245,23850301,-1,"2R","37776"
"FBgn0034918","FBgn0034918","Pym","37780","CG30176",23855953,23856936,-1,"2R","37780"
"FBgn0034919","FBgn0034919","CG5569","37783","CG5569",23865413,23866654,1,"2R","37783"
"FBgn0034920","FBgn0034920","CG5597","37789","CG5597",23886972,23888777,1,"2R","37789"
"FBgn0034921","FBgn0034921","DCP1","37790","CG11183",23888763,23890276,-1,"2R","37790"
"FBgn0034923","FBgn0034923","Upf3","37792","CG11184",23893065,23894987,-1,"2R","37792"
"FBgn0034924","FBgn0034924","CG17658","37793","CG17658",23895062,23896997,1,"2R","37793"
"FBgn0034925","FBgn0034925","CG5339","37794","CG5339",23896895,23898246,-1,"2R","37794"
"FBgn0034928","FBgn0034928","CG13562","37797","CG13562",23903749,23905269,1,"2R","37797"
"FBgn0034933","FBgn0034933","CG3735","37803","CG3735",23937076,23939754,-1,"2R","37803"
"FBgn0034935","FBgn0034935","Orcokinin","37806","CG13565",23946958,23949076,-1,"2R","37806"
"FBgn0034936","FBgn0034936","Stoml2","37807","CG2970",23949200,23952459,1,"2R","37807"
"FBgn0034937","FBgn0034937","fzr2","37808","CG16783",23950646,23952096,1,"2R","37808"
"FBgn0034938","FBgn0034938","CG3803","37809","CG3803",23952512,23954048,-1,"2R","37809"
"FBgn0034939","FBgn0034939","thoc5","37810","CG2980",23954090,23956406,1,"2R","37810"
"FBgn0034940","FBgn0034940","CG16787","37811","CG16787",23956334,23957405,-1,"2R","37811"
"FBgn0034942","FBgn0034942","CG13566","37813","CG13566",23961476,23962577,-1,"2R","37813"
"FBgn0034943","FBgn0034943","Fmo-1","37814","CG3006",23962955,23964641,1,"2R","37814"
"FBgn0034945","FBgn0034945","CG10904","37817","CG10904",23968940,23970073,-1,"2R","37817"
"FBgn0034946","FBgn0034946","CG3065","37818","CG3065",23970304,23972233,1,"2R","37818"
"FBgn0034948","FBgn0034948","PPP1R15","37820","CG3825",23975598,23977255,-1,"2R","37820"
"FBgn0034950","FBgn0034950","Pask","37824","CG3105",23988737,23992049,1,"2R","37824"
"FBgn0034951","FBgn0034951","CG3860","37825","CG3860",23992137,23995055,-1,"2R","37825"
"FBgn0034956","FBgn0034956","CG4324","37830","CG4324",24014916,24017198,-1,"2R","37830"
"FBgn0034957","FBgn0034957","Rsph4a","37831","CG3121",24017420,24019896,1,"2R","37831"
"FBgn0034958","FBgn0034958","CG3907","37832","CG3907",24019897,24022298,-1,"2R","37832"
"FBgn0034959","FBgn0034959","Xxylt","37833","CG11388",24022342,24023981,1,"2R","37833"
"FBgn0034961","FBgn0034961","CG3163","37836","CG3163",24029316,24030555,1,"2R","37836"
"FBgn0034962","FBgn0034962","MAN1","37838","CG3167",24033973,24036707,1,"2R","37838"
"FBgn0034963","FBgn0034963","Not11","37839","CG13567",24036719,24037915,-1,"2R","37839"
"FBgn0034964","FBgn0034964","IntS1","37840","CG3173",24037942,24044458,1,"2R","37840"
"FBgn0034965","FBgn0034965","ppk29","37844","CG13568",24052916,24057137,-1,"2R","37844"
"FBgn0034966","FBgn0034966","CG13563","37845","CG13563",24055305,24057599,1,"2R","37845"
"FBgn0034968","FBgn0034968","RpL12","45329","CG3195",24060377,24061860,1,"2R","45329"
"FBgn0034970","FBgn0034970","yki","37851","CG4005",24065974,24068485,-1,"2R","37851"
"FBgn0034971","FBgn0034971","Gpat4","37852","CG3209",24068756,24073552,1,"2R","37852"
"FBgn0034972","FBgn0034972","CG10339","37854","CG10339",24078233,24080527,-1,"2R","37854"
"FBgn0034973","FBgn0034973","CG13564","37855","CG13564",24080924,24081424,1,"2R","37855"
"FBgn0034974","FBgn0034974","CG16786","37856","CG16786",24081781,24086287,1,"2R","37856"
"FBgn0034975","FBgn0034975","enok","37859","CG11290",24099209,24107032,1,"2R","37859"
"FBgn0034976","FBgn0034976","CG4049","37860","CG4049",24107087,24114292,-1,"2R","37860"
"FBgn0034978","FBgn0034978","CG3257","37862","CG3257",24116791,24123263,1,"2R","37862"
"FBgn0034982","FBgn0034982","Naa35","37866","CG4065",24135179,24138050,-1,"2R","37866"
"FBgn0034985","FBgn0034985","CG3328","37871","CG3328",24162488,24173660,1,"2R","37871"
"FBgn0034986","FBgn0034986","mRpS17","37872","CG4326",24173664,24174441,-1,"2R","37872"
"FBgn0034988","FBgn0034988","cN-IIIB","37875","CG3362",24195497,24197027,1,"2R","37875"
"FBgn0034989","FBgn0034989","CG3356","37876","CG3356",24197823,24202187,1,"2R","37876"
"FBgn0034990","FBgn0034990","CG11406","37877","CG11406",24202090,24208203,-1,"2R","37877"
"FBgn0034996","FBgn0034996","CG13575","37883","CG13575",24255326,24257414,1,"2R","37883"
"FBgn0034997","FBgn0034997","CG3376","37884","CG3376",24258012,24265213,1,"2R","37884"
"FBgn0034998","FBgn0034998","CG13577","37885","CG13577",24267376,24269179,-1,"2R","37885"
"FBgn0034999","FBgn0034999","Fatp3","37887","CG3394",24294096,24298111,1,"2R","37887"
"FBgn0035000","FBgn0035000","CG13578","37891","CG13578",24377830,24378740,1,"2R","37891"
"FBgn0035001","FBgn0035001","Slik","37893","CG4527",24392128,24402680,-1,"2R","37893"
"FBgn0035003","FBgn0035003","CG15873","37898","CG15873",24429577,24430699,-1,"2R","37898"
"FBgn0035004","FBgn0035004","Pgam5-2","37899","CG15874",24431343,24432733,-1,"2R","37899"
"FBgn0035005","FBgn0035005","CG3483","37900","CG3483",24445499,24446839,1,"2R","37900"
"FBgn0035006","FBgn0035006","CG4563","37901","CG4563",24451083,24453040,-1,"2R","37901"
"FBgn0035007","FBgn0035007","CG3492","37902","CG3492",24472711,24474226,1,"2R","37902"
"FBgn0035008","FBgn0035008","CG3494","37903","CG3494",24474298,24475261,1,"2R","37903"
"FBgn0035009","FBgn0035009","CG16837","37904","CG16837",24475385,24476032,1,"2R","37904"
"FBgn0035010","FBgn0035010","CG13579","37905","CG13579",24455291,24490655,1,"2R","37905"
"FBgn0035014","FBgn0035014","CG13581","37911","CG13581",24506869,24507706,1,"2R","37911"
"FBgn0035016","FBgn0035016","CG4612","37914","CG4612",24521873,24526089,-1,"2R","37914"
"FBgn0035020","FBgn0035020","CG13585","37918","CG13585",24531593,24533391,1,"2R","37918"
"FBgn0035021","FBgn0035021","CG4622","37919","CG4622",24533373,24556300,-1,"2R","37919"
"FBgn0035023","FBgn0035023","ITP","37921","CG13586",24537420,24558961,1,"2R","37921"
"FBgn0035024","FBgn0035024","CG11414","37923","CG11414",24561606,24565058,1,"2R","37923"
"FBgn0035025","FBgn0035025","uri","37924","CG11416",24565553,24568082,1,"2R","37924"
"FBgn0035026","FBgn0035026","Fcp1","37925","CG12252",24567986,24571821,-1,"2R","37925"
"FBgn0035027","FBgn0035027","CG3511","37926","CG3511",24571626,24574503,1,"2R","37926"
"FBgn0035028","FBgn0035028","Start1","37927","CG3522",24574558,24577676,1,"2R","37927"
"FBgn0035032","FBgn0035032","ATPsynF","37931","CG4692",24599087,24599821,-1,"2R","37931"
"FBgn0035033","FBgn0035033","CG3548","37932","CG3548",24599946,24602367,1,"2R","37932"
"FBgn0035034","FBgn0035034","CG3565","37933","CG3565",24602471,24603488,1,"2R","37933"
"FBgn0035035","FBgn0035035","Samtor","37934","CG3570",24603571,24604670,1,"2R","37934"
"FBgn0035036","FBgn0035036","CG4707","37935","CG4707",24604594,24607023,-1,"2R","37935"
"FBgn0035039","FBgn0035039","Adck1","37938","CG3608",24611702,24613906,1,"2R","37938"
"FBgn0035040","FBgn0035040","CG4741","37939","CG4741",24610800,24615158,-1,"2R","37939"
"FBgn0035041","FBgn0035041","CG13594","37940","CG13594",24615422,24638588,-1,"2R","37940"
"FBgn0035043","FBgn0035043","CG4781","37943","CG4781",24640682,24642239,-1,"2R","37943"
"FBgn0035044","FBgn0035044","CG3663","37944","CG3663",24661502,24662409,1,"2R","37944"
"FBgn0035046","FBgn0035046","ND-19","37946","CG3683",24664397,24665439,1,"2R","37946"
"FBgn0035047","FBgn0035047","Pof","37947","CG3691",24669396,24671577,1,"2R","37947"
"FBgn0035049","FBgn0035049","Mmp1","37949","CG4859",24671293,24688184,-1,"2R","37949"
"FBgn0035050","FBgn0035050","SiaT","37950","CG4871",24691421,24694386,-1,"2R","37950"
"FBgn0035056","FBgn0035056","spz6","37956","CG9196",24757377,24760466,1,"2R","37956"
"FBgn0035057","FBgn0035057","CG3880","37957","CG3880",24760663,24762605,1,"2R","37957"
"FBgn0035059","FBgn0035059","CG3894","37959","CG3894",24763166,24766750,1,"2R","37959"
"FBgn0035060","FBgn0035060","Eps-15","37961","CG16932",24768313,24775265,-1,"2R","37961"
"FBgn0035063","FBgn0035063","CG3594","37964","CG3594",24780916,24781779,1,"2R","37964"
"FBgn0035064","FBgn0035064","TyrRS-m","37965","CG16912",24781725,24783500,-1,"2R","37965"
"FBgn0035065","FBgn0035065","CG3589","37966","CG3589",24783554,24785542,1,"2R","37966"
"FBgn0035069","FBgn0035069","CG3611","37972","CG3611",24798797,24800776,1,"2R","37972"
"FBgn0035073","FBgn0035073","CG16896","37977","CG16896",24871406,24874912,-1,"2R","37977"
"FBgn0035076","FBgn0035076","Ance-5","37980","CG10142",24888627,24891023,-1,"2R","37980"
"FBgn0035078","FBgn0035078","Tpc2","37983","CG2857",24897901,24900734,-1,"2R","37983"
"FBgn0035082","FBgn0035082","CG2811","37988","CG2811",24939705,24940483,-1,"2R","37988"
"FBgn0035083","FBgn0035083","Tina-1","37989","CG2803",24940624,24942413,-1,"2R","37989"
"FBgn0035084","FBgn0035084","CG15861","37990","CG15861",24943391,24945201,-1,"2R","37990"
"FBgn0035085","FBgn0035085","CG3770","37991","CG3770",24945138,24946636,1,"2R","37991"
"FBgn0035086","FBgn0035086","CG12851","37993","CG12851",24948644,24955677,1,"2R","37993"
"FBgn0035087","FBgn0035087","CG2765","37994","CG2765",24959840,24965076,-1,"2R","37994"
"FBgn0035088","FBgn0035088","CG3776","37996","CG3776",24969677,24970855,1,"2R","37996"
"FBgn0035089","FBgn0035089","Phk-3","37997","CG9358",24970842,24973207,-1,"2R","37997"
"FBgn0035090","FBgn0035090","CG2736","37998","CG2736",24973430,24975341,-1,"2R","37998"
"FBgn0035091","FBgn0035091","CG3829","38000","CG3829",24986043,24990489,1,"2R","38000"
"FBgn0035092","FBgn0035092","Nplp1","38003","CG3441",25032376,25040377,1,"2R","38003"
"FBgn0035094","FBgn0035094","CG9380","38011","CG9380",25183627,25255318,-1,"2R","38011"
"FBgn0035097","FBgn0035097","CG13405","38016","CG13405",73944,75332,-1,"3L","38016"
"FBgn0035099","FBgn0035099","CG6845","38019","CG6845",146432,149056,1,"3L","38019"
"FBgn0035101","FBgn0035101","p130CAS","38021","CG1212",152883,174517,1,"3L","38021"
"FBgn0035103","FBgn0035103","Vdup1","38023","CG7047",176305,178963,-1,"3L","38023"
"FBgn0035104","FBgn0035104","CG13875","38024","CG13875",179922,182535,1,"3L","38024"
"FBgn0035106","FBgn0035106","rno","38027","CG7036",187206,199762,-1,"3L","38027"
"FBgn0035107","FBgn0035107","mri","38028","CG1216",200173,202152,1,"3L","38028"
"FBgn0035109","FBgn0035109","CG13876","38031","CG13876",206133,207527,1,"3L","38031"
"FBgn0035110","FBgn0035110","thoc7","38033","CG17143",211635,212687,-1,"3L","38033"
"FBgn0035111","FBgn0035111","Dis3l2","38034","CG16940",212708,216479,1,"3L","38034"
"FBgn0035113","FBgn0035113","pyx","38037","CG17142",217931,223069,-1,"3L","38037"
"FBgn0035120","FBgn0035120","wac","38044","CG13879",258175,259097,1,"3L","38044"
"FBgn0035121","FBgn0035121","Tudor-SN","38045","CG7008",259042,264380,-1,"3L","38045"
"FBgn0035122","FBgn0035122","mRpL17","38046","CG13880",264778,265932,1,"3L","38046"
"FBgn0035124","FBgn0035124","ttm2","38049","CG12313",275154,276667,1,"3L","38049"
"FBgn0035131","FBgn0035131","mthl9","38056","CG17084",329821,332309,-1,"3L","38056"
"FBgn0035132","FBgn0035132","mthl10","38057","CG17061",332800,342915,-1,"3L","38057"
"FBgn0035134","FBgn0035134","CG1231","38060","CG1231",356421,357664,1,"3L","38060"
"FBgn0035137","FBgn0035137","CG1233","38063","CG1233",361471,365681,1,"3L","38063"
"FBgn0035138","FBgn0035138","CG13884","38064","CG13884",365663,366437,-1,"3L","38064"
"FBgn0035139","FBgn0035139","CG13891","38066","CG13891",433145,433906,-1,"3L","38066"
"FBgn0035140","FBgn0035140","BORCS6","38068","CG17180",540850,542147,1,"3L","38068"
"FBgn0035141","FBgn0035141","Cypl","38069","CG13892",542121,542931,-1,"3L","38069"
"FBgn0035142","FBgn0035142","Hipk","38070","CG17090",543059,581099,1,"3L","38070"
"FBgn0035143","FBgn0035143","Ppm1","38071","CG12169",581336,582810,1,"3L","38071"
"FBgn0035144","FBgn0035144","Kah","38072","CG17181",582823,589274,-1,"3L","38072"
