Gene name,MN.C0,MN.C1,MN.C2,MN.C3,MN.C4,MN.C5,MN.C6,MN.C7,MN.C8,MN.C9,MN.C10,MN.C11,MN.C12,MN.C13,MN.C14,MN.C15,MN.C16,MN.C17,MN.C18,MN.C19,MN.C20,MN.C21,MN.C22,MN.C23,MN.C24,MN.C25,MN.C26,MN.C27
Myo31DF,8.912509381,6.347921959,6.061898993,6.042963902,9.295097899,4.197114524,5.011872336,19.63828002,26.36650899,25.59547923,3.085756853,11.62030136,2.386589787,54.71359333,2.833876712,11.22018454,4.466835922,1.365007807,7813.707377,26.82695795,5.504789808,4.262158829,4.124626383,13.33521432,1.957341781,1.274274986,1.895735652,1.258925412
CG6094,1.920141939,2.636650899,2.15443469,2.2875732,5.179474679,2.668268371,2.417315481,3.039195382,2.335721469,1.930697729,2.797747463,2.227542952,1.584893192,2.15443469,1.730195739,3.349654392,3.548133892,1.645190588,2.096179992,2.470911228,2.346228848,2.346228848,2.424462017,1.957341781,2.610157216,1.832980711,1,1.584893192
CG7384,1,1,1.033933849,1,1,1,1,1.04049831,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Fatp,1.744482699,1.673725414,2.15443469,1.77827941,2.782559402,2.294329228,2.417315481,2.301807313,2.243247503,1.389495494,2.085205857,2.861025569,2.267543126,1.827699369,2.275845926,5.308844442,2.511886432,1.205260937,1.77827941,2.470911228,1.816599788,2.346228848,1.858791891,2.872984833,3.16227766,2.335721469,1.291549665,1.995262315
Lrr47,1.333521432,1.163561851,1.221677349,1.11397386,1.200508058,1.162984082,1.079775162,1.21957046,1.438449888,1.098541142,1.102943312,1.051330177,1.165914401,1.115883993,1,1.059253725,1.188502227,1.064209244,1.178768635,1.279802214,1.089022962,1.089022962,1.092600861,1.100694171,1.100694171,1,1,1.584893192
Lip4,1.019373486,1,1,1,1.037225095,1,1,1,1,1,1,1,2.267543126,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Trim9,3.83118685,2.335721469,18.85221217,2.128751662,1.200508058,1,1.412537545,1.743328822,2.745342234,5.179474679,1.216483949,3.16227766,6.989473207,1.389495494,1.245197085,1.122018454,1.059253725,1,1.77827941,1.178768635,1.406527242,1.089022962,18.58791891,1,3.16227766,1,3.16227766,25.11886432
CG17104,1,1,1.033933849,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG7294,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG6443,2.11348904,1.575318673,1.823348001,1.485508017,3.220597919,1.899715318,1.711328304,2.69795364,1.760410844,1.206792641,1.479833198,1.569105606,1.22712524,2.275845926,1.730195739,2.66072506,1.678804018,1.132541315,1.508590709,2.275845926,1.816599788,1.406527242,2.218982341,1.615598098,4.216965034,1.128837892,1.136463666,1.584893192
CG17118,1,1.062467831,1.033933849,1.036632928,1.075835899,1,1,1.04049831,1.041223256,1,1,1.051330177,1.052500285,1,1,1,1.059253725,1,1,1,1,1.089022962,1,1,1.211527659,1,1,1
EMC3,6.683439176,4.832930239,7.405684692,4.869675252,8.030857221,4.881177382,6.072021957,9.610779662,3.792690191,2.682695795,4.795689579,7.405684692,3.08239924,6.449466771,5.179474679,12.58925412,2.511886432,1.863246312,6.628703162,5.623413252,3.300034791,5.504789808,3.16227766,3.83118685,8.254041853,3.359818286,5.994842503,3.16227766
Dpy-30L1,6.556418494,5.623413252,6.48028644,6.493816316,10.37225095,4.700360279,4.136820402,5.512889789,3.359818286,2.947051703,4.566405432,4.961947603,2.782559402,6.105402297,6.105402297,12.58925412,6.683439176,1.750827032,4.393970561,5.623413252,3.300034791,2.346228848,5.379838403,3.83118685,9.085175757,1.832980711,1.668100537,10
Nup107,1.359356391,1.832980711,1.705626983,1.910952975,2.404099184,1.514704337,1.525222957,1.887391822,1.559489504,1.151395399,2.085205857,1.419625896,1.22712524,1.930697729,2.039500469,1.883649089,1.412537545,1.064209244,1.389495494,2.470911228,1.291549665,1.406527242,1.70125428,1.333521432,1.957341781,1.832980711,1,1.584893192
Vha16-5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG12299,1.283315186,1.528306733,1.5955064,1.286396945,1.389495494,1.572973157,1.258925412,1.610262028,1.760410844,1.325711366,1.479833198,1.350314038,1.359356391,1.178768635,1.467799268,1.678804018,1.584893192,1.064209244,1.930697729,1.77827941,1.668100537,1.668100537,1.193776642,1.211527659,2.15443469,1.128837892,1,1.995262315
CG6729,1.283315186,1.199353946,1.263133564,1.382372227,1.608233878,1.078417397,1.211527659,1.547587355,1.084145869,1.048113134,1.158323286,1.221677349,1.291549665,1.245197085,1.178768635,1.188502227,1.188502227,1.064209244,1.508590709,1,1,1.185971012,1.304321387,1,1.100694171,1.128837892,1,1.258925412
CG17124,4.13682E+68,213278.6428,670018750.4,392.4189758,2.31782E+19,29.88201202,65564184942,3162277.66,5.03216E+16,1.52642E+20,5554958.913,173.4324802,20469682.72,8.48343E+12,2833.876712,3162277660,100000,4.73887961,9210553.177,24709112280,71.09709432,843.1909293,1000000,618.9658189,9085.175757,3.792690191,5994842503,15.84893192
CG6495,15.54771842,3.909356383,3.554059037,3.924189758,13.39627725,7.973322752,5.623413252,5.512889789,3.22679912,7.19685673,2.663985857,3.674661941,3.08239924,4.903161412,4.641588834,2.985382619,5.623413252,1.452653926,16.37893707,6.628703162,3.030271083,25.5509709,2.424462017,8.254041853,12.11527659,6.158482111,3.593813664,3.16227766
Ubc2,1122.018454,44.13029617,32.15484177,15.39926526,359.3813664,4.197114524,34.14548874,35.6224789,29.76351442,15.26417967,25.36619456,20.15337686,9.027251779,14.67799268,9.466522603,28.18382931,44.66835922,1.452653926,34.33320018,61.05402297,16.68100537,10,9.152473109,38.3118685,110.0694171,4.832930239,2.782559402,7.943282347
CG6724,1.525222957,2.00738918,1.823348001,1.539926526,2.404099184,1.572973157,1.711328304,2.492021151,1.987218465,1.526417967,1.479833198,1.350314038,1.359356391,1.730195739,1.730195739,1.883649089,2.238721139,1.205260937,1.508590709,2.275845926,2.15443469,1.816599788,1.858791891,1.615598098,1.77827941,1.274274986,1.668100537,1
CG31869,1,1,1,1,1,1,1,1.04049831,1,1,1,1,1,1,1,1,1,1,1,1.178768635,1,1,1,1,1.100694171,1,1,1
Nos,1.283315186,1.128837892,1.069019205,1.074607828,1.157422881,1.119902793,1.165914401,1,1.041223256,1,1.158323286,1.221677349,1.847849797,1.115883993,1.056354104,1.188502227,1,1,1.637893707,1,1.089022962,1,1,1.100694171,1,1.274274986,1.136463666,1
CG6700,54.11695265,40.2961132,44.89251258,25.48296748,6.689548787,17.61577033,7.079457844,31.6227766,46.41588834,10.98541142,10,12.84386264,10,4.393970561,14.67799268,16.78804018,22.38721139,2.543345761,5.179474679,34.33320018,25.5509709,5.054796821,5.878016072,11.00694171,6.812920691,4.832930239,6.812920691,7.943282347
Porin2,1.019373486,1.163561851,1.033933849,1.11397386,1.037225095,1,1.122018454,1.04049831,1,1,1.102943312,1,1,1,1.115883993,1.122018454,1,1.064209244,1.178768635,1,1.089022962,1,1.092600861,1,1.211527659,1,1.291549665,1
porin,8576958986,2.33572E+16,3.3246E+16,3.65174E+18,1.49487E+21,1.69632E+25,1.92014E+16,5.29832E+20,18329807108,79060432109,3.2407E+13,9.04736E+24,105250028.5,1.7302E+14,8.03086E+15,2.11349E+22,5.62341E+17,47388.7961,2.27585E+16,2.27585E+17,65285211411,710970943.2,2.21898E+12,6.18966E+17,1.4678E+16,127427498.6,6812920.691,1.99526E+11
SmydA-3,1,1,1,1,1,1.038468775,1,1,1,1,1,1.051330177,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dnz1,5.308844442,3.259551857,4.341913423,3.16227766,12.00508058,1.972795039,3.043219887,3.856620421,3.498320936,2.023589648,5.833879398,2.462092401,2.046968272,8.483428982,4.903161412,7.498942093,3.349654392,1.064209244,5.179474679,5.623413252,1.816599788,2.782559402,2.424462017,1.77827941,7.498942093,2.335721469,1.467799268,1.995262315
aurB,1.439903321,1.095150193,1.069019205,1,1.494869134,1.119902793,1.122018454,1.082636734,1,1,1.158323286,1,1.165914401,1.056354104,1.056354104,1.496235656,1,1,1.085711119,1.085711119,1.291549665,1.089022962,1.092600861,1,1.615598098,1.128837892,2.448436747,1
Stam,446.6835922,11.28837892,8.463231721,3.398208329,31.05013495,2.382589263,8.254041853,6.461670787,13.2680475,7.543120063,5.554958913,1.916940777,3.08239924,8.030857221,2.682695795,5.956621435,6.683439176,1.132541315,10,7.19685673,11.85971012,1.406527242,3.775053205,11.00694171,1.957341781,4.281332399,1.668100537,2.511886432
dpr2,1.333521432,2.407570135,1.350314038,1.154781985,14.94869134,7.119656099,1.467799268,2.492021151,1.223824937,1.151395399,1.341712835,1.419625896,1.505836354,1.056354104,3.340484984,1.77827941,1.122018454,1.132541315,1.637893707,1.508590709,1.531740464,5.504789808,1.42510267,1,1.333521432,1.274274986,1,1.258925412
CR44493,1.019373486,1,1,1.036632928,1.037225095,1,1,1.04049831,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG33129,110069.4171,35.69698847,548.4416576,25.48296748,129154.9665,107.8417397,184.7849797,1219.57046,176.0410844,95.40954763,324.0696036,30.07882518,30.8239924,577.9692884,182.7699369,1778.27941,421.6965034,10.64209244,1085.711119,2912.632655,91.82542836,843.1909293,41.24626383,121.1527659,825.4041853,335.9818286,27.82559402,100
YL-1,3.616873614,2.335721469,2.381286195,1.843422992,2.886140441,2.048686048,2.712272579,2.807216204,2.636650899,1.842069969,1.714125253,2.118785326,1.505836354,2.15443469,3.16227766,2.371373706,2.985382619,1.365007807,4.770582696,2.275845926,1.668100537,1.816599788,2.424462017,1.615598098,2.872984833,1.128837892,1.895735652,1.584893192
CG16743,1.143755863,1.236247035,1.033933849,1.19708503,1.389495494,1.162984082,1.122018454,1,1.084145869,1,1.05021108,1.105295141,1,1.115883993,1.115883993,1.059253725,1.122018454,1.064209244,1,1.178768635,1.089022962,1,1.092600861,1.211527659,1,1.128837892,1.136463666,1.258925412
abo,1.019373486,1.030760802,1.069019205,1.11397386,1,1.119902793,1.079775162,1.172102298,1.041223256,1.048113134,1.158323286,1.105295141,1,1.115883993,1.115883993,1.059253725,1.059253725,1,1.178768635,1.085711119,1.089022962,1,1.42510267,1,1.467799268,1,1,1
ATPsynG,18478497.97,1.35388E+12,4061585988,86596432336,2.15443E+11,1.57297E+15,794328234.7,3.70651E+11,32267991.2,3906939.937,127756492.1,4.96195E+15,39810.71706,26826957.95,10000000000,1E+11,26607250598,1365007.807,20961799.92,20961799925,33000347.91,255509.709,450657033.8,9085175757,21544346900,7847.599704,1291.549665,5011872.336
SCAR,6.309573445,3.067906399,5.670523941,2.64164832,9.295097899,4.358572379,2.326305067,4.344412299,3.22679912,2.329951811,2.938225384,4.270067916,2.782559402,2.833876712,2.15443469,3.981071706,3.16227766,1.282649831,6.628703162,3.72759372,3.030271083,3.913745602,3.16227766,7.498942093,6.189658189,2.335721469,2.448436747,10
piwi,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG12253,1.467799268,1.48269776,1.181581733,1.43301257,1.200508058,1.352531975,1.308177474,1.547587355,1.274274986,1.151395399,1.277564921,1.221677349,1.505836354,1.467799268,1.467799268,1.883649089,1.333521432,1.132541315,1.279802214,1.279802214,1.291549665,1.185971012,1.092600861,1.211527659,1.333521432,1.274274986,1.136463666,1.995262315
CG16833,2.073321573,2.557965819,2.721338768,3.278121151,2.682695795,4.041637673,1.77827941,2.39502662,3.359818286,3.393221772,1.890582984,2.227542952,2.928644565,1.55051578,2.404099184,1.258925412,3.981071706,1.132541315,3.16227766,4.047089951,2.15443469,1.291549665,2.218982341,1.77827941,1.77827941,1.623776739,1.291549665,1.584893192
aub,1.059253725,1.030760802,1.069019205,1.036632928,1.037225095,1.162984082,1,1.04049831,1.041223256,1,1,1.162030136,1,1.056354104,1.389495494,1.188502227,1.059253725,1,1.085711119,1.085711119,1.089022962,1.089022962,1.092600861,1.100694171,1.100694171,1,1,1
RpL9,3.22354E+20,1.67373E+18,1.59551E+18,1.91095E+16,2.00257E+23,7.39354E+16,3.68695E+16,2.69795E+17,6.15848E+20,2.12095E+24,4.34808E+15,6.37306E+18,7.74264E+12,1E+17,1.4678E+22,2.11349E+13,1.77828E+18,3.93183E+15,4.39397E+18,1.3895E+23,7.74264E+17,3.30003E+13,2.89427E+13,1.4678E+17,1.10069E+16,1E+12,21544346900,2.51189E+15
Nup154,1.188502227,1.199353946,1.263133564,1.154781985,1.389495494,1.302429122,1.211527659,1.610262028,1.175372265,1.098541142,1.102943312,1.350314038,1.291549665,1.056354104,1.245197085,1.412537545,1.188502227,1,1,1.389495494,1.089022962,1.089022962,1.42510267,1.211527659,1.100694171,1.128837892,1,1.584893192
Art8,1.188502227,1.236247035,1.263133564,1.240937761,1.608233878,1.458594012,1.258925412,1.373823796,1.175372265,1.206792641,1.409081686,1.350314038,1.165914401,1.467799268,1.245197085,1.188502227,1,1,1.178768635,2.275845926,1,1.089022962,1.092600861,1.211527659,1.957341781,1.128837892,1,1.258925412
dUTPase,5.732358369,8.088998164,5.484416576,5.424690937,10.75835899,4.700360279,6.812920691,8.877197089,3.498320936,4.094915062,12.16483949,16.49648074,4.410059454,10,5.779692884,11.88502227,12.58925412,2.245697996,29.12632655,16.37893707,4.641588834,16.68100537,17.0125428,7.498942093,177.827941,3.792690191,2.448436747,7.943282347
Samuel,1,1,1,1.036632928,1,1,1,1,1,1,1,1,1,1,1,1,1.059253725,1,1,1,1,1,1.092600861,1,1,1,1,1
AstC,1,1.095150193,1,1.036632928,1,1.038468775,1.039122304,1.04049831,1.041223256,1.206792641,1,1,20469682718,1.389495494,5.77969E+39,1,1.188502227,1.545927736,2.09618E+50,1,1,7.742636827,9.152473109,1,1,6.15848E+12,5.274997064,3.16228E+17
AstCC,1.059253725,1.030760802,1,1,1.037225095,1,1.039122304,1.04049831,1.041223256,1.151395399,1,1,17.55676291,1,2.53958E+13,1,1,1,1,1,1,1,2.42446E+16,1,1.100694171,1.438449888,1.136463666,5.0119E+283
CG16854,2.1961736,1.395522497,1.885221217,1.77827941,2.234633727,1.254182266,1.525222957,1.610262028,1.908542144,1.325711366,1.341712835,1.734324802,1.505836354,1.827699369,1.245197085,1.883649089,1.678804018,1.132541315,1.77827941,1.77827941,1.406527242,1.291549665,1.092600861,1.77827941,1.211527659,1.438449888,1.136463666,1.258925412
Wdr59,1.019373486,1.095150193,1.105295141,1.11397386,1.075835899,1.078417397,1,1.21957046,1.175372265,1.151395399,1.216483949,1.162030136,1.165914401,1.178768635,1.115883993,1.059253725,1.188502227,1,1.178768635,1.085711119,1.185971012,1.185971012,1,1,1.100694171,1.128837892,1.291549665,1
Ge-1,2.11348904,2.887528742,2.909163406,2.942727176,3.220597919,2.209338675,2.928644565,1.675474919,2.15443469,2.682695795,2.663985857,2.462092401,2.511886432,3.937658924,2.039500469,1.883649089,3.548133892,1.064209244,3.72759372,2.096179992,3.913745602,1.668100537,1.557068405,1.211527659,5.623413252,2.976351442,2.782559402,1.995262315
Reps,1.957341781,2.00738918,3.10995155,1.843422992,2.234633727,2.569425711,1.920141939,2.126112334,2.745342234,1.757510625,1.800193333,1.916940777,2.267543126,1.730195739,2.275845926,2.11348904,1.496235656,1.365007807,2.096179992,2.470911228,2.15443469,1.816599788,1.557068405,3.83118685,2.371373706,2.976351442,1.136463666,1
l(2)gd1,3.349654392,2.335721469,2.462092401,2.64164832,3.593813664,2.770913387,1.847849797,3.423597958,2.532262782,1.676832937,2.299863854,1.916940777,1.668100537,2.275845926,2.404099184,2.985382619,2.985382619,1,2.275845926,3.16227766,2.15443469,1.185971012,1.858791891,1.77827941,1.615598098,1.438449888,1.467799268,1.584893192
CG6201,1,1,1,1,1,1.078417397,1,1.04049831,1.041223256,1.048113134,1,1,1.107756851,1.115883993,1,1.059253725,1,1,1.637893707,1.085711119,1,1.185971012,1,1,1.100694171,1,1,1
Gr32a,1,1,1,1,1.037225095,1.038468775,1,1.04049831,1,1,1,1,1.052500285,1,1,1.059253725,1,1,1,1,1,1.089022962,1,1,1,1,1,1
CG6230,1.188502227,1.236247035,1.105295141,1.154781985,1.291549665,1.254182266,1.258925412,1.21957046,1.223824937,1.098541142,1.05021108,1.492495545,1.052500285,1.31536905,1.178768635,1.122018454,1.188502227,1.132541315,1.508590709,1.178768635,1.185971012,1.185971012,1.304321387,1.100694171,1.333521432,1.438449888,1.136463666,1.258925412
CG14921,1.019373486,1.030760802,1.033933849,1.036632928,1.115883993,1.038468775,1.039122304,1.04049831,1,1,1,1,1.052500285,1,1,1.059253725,1.059253725,1,1,1,1,1,1,1,1,1,1,1
Csl4,1.995262315,3.259551857,2.227542952,2.458244069,2.15443469,1.972795039,1.847849797,2.39502662,2.636650899,1.676832937,3.942254711,2.58847204,1.944862439,2.039500469,3.16227766,2.985382619,3.16227766,1.452653926,1.637893707,3.16227766,1.531740464,1.185971012,1.70125428,3.480700588,1.957341781,1.623776739,1.136463666,1.584893192
Nup160,1.188502227,1.35387618,1.305996548,1.240937761,1.075835899,1.207722655,1.079775162,1.32035178,1.084145869,1.151395399,1.158323286,1.350314038,1.107756851,1.467799268,1.178768635,1.258925412,1.584893192,1.132541315,1.279802214,1.508590709,1.185971012,1.185971012,1.304321387,1.100694171,1.77827941,1.128837892,1,1.258925412
RfC38,1.385691863,1.274274986,1.305996548,1.43301257,1.608233878,1.458594012,1.359356391,1.887391822,1.760410844,1.206792641,1.277564921,1.419625896,1.22712524,1.178768635,1.178768635,1.883649089,1.496235656,1.365007807,1.77827941,1.279802214,1.406527242,1.291549665,1.193776642,1.211527659,1.957341781,1.438449888,1.136463666,1
CG4751,1.283315186,1.35387618,1.5955064,1.596338544,1.339627725,1.078417397,1.308177474,1.373823796,1.223824937,1.389495494,1.341712835,1.419625896,1.165914401,1.245197085,1.178768635,1.678804018,1.412537545,1,1.508590709,1.389495494,1.668100537,1.185971012,1.42510267,1.467799268,1.957341781,1.438449888,1.291549665,1
Gyc32E,1.039122304,1.030760802,1.033933849,1,1.037225095,1,1,1.04049831,1,1,1,1,1.291549665,1,1,1,1,1,1.178768635,1,1,1.185971012,1,1,1.100694171,1,1,1
CG6287,1.019373486,1.062467831,1.069019205,1.074607828,1.075835899,1,1.039122304,1.04049831,1,1.048113134,1.102943312,1,1.22712524,1.115883993,1,1.122018454,1,1,1.279802214,1.178768635,1,1.089022962,1.092600861,1.100694171,1.615598098,1,1,1
Ca-beta,14.67799268,9.131167633,13.50314038,8.058421878,6.218001087,5.676731596,12.11527659,9.236708572,7.847599704,12.06792641,3.753773682,10.51330177,6.640827851,4.903161412,8.483428982,2.11348904,16.78804018,1.452653926,1279.802214,13.89495494,8.431909293,1.978318883,5.379838403,11.00694171,1.467799268,3.359818286,2.782559402,5.011872336
CG4788,1.615598098,1.199353946,1.263133564,1.19708503,1.861406687,1.254182266,1.211527659,1.429461338,1.32680475,1.151395399,1.479833198,1.284386264,1.291549665,1.467799268,1.827699369,1.412537545,1.258925412,1,1,1.178768635,1,1.089022962,1.193776642,1.333521432,1.615598098,1,1,1.584893192
ab,1.812730881,83.37822235,9.047357242,1.910952975,2.404099184,1.761577033,24.17315481,1.547587355,2.069138081,1.757510625,1.632172129,2.58847204,1.430722989,6.812920691,1.827699369,1.188502227,2.371373706,1,19.30697729,3.72759372,9.182542836,1.406527242,2.648969288,1.615598098,14.67799268,1.128837892,10,1.258925412
cmet,1,1,1,1,1.037225095,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cana,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG33695,1.744482699,2.198392649,1.823348001,1.843422992,1.55051578,1.572973157,1.308177474,1.743328822,1.623776739,1.151395399,1.985511196,1.492495545,1.291549665,1.930697729,1.467799268,1.77827941,1.584893192,1.132541315,1.389495494,2.096179992,1.185971012,1.089022962,1.304321387,1,3.16227766,1.438449888,1.136463666,1
Ppt2,1.883649089,1.48269776,1.885221217,1.154781985,2.317818181,1.254182266,1.584893192,1.610262028,1.438449888,1.526417967,1.277564921,1.419625896,1.107756851,1.245197085,1.389495494,1.258925412,1.258925412,1.132541315,1.77827941,1.77827941,1.406527242,4.262158829,1.092600861,1.77827941,1.100694171,1.128837892,1,1
mre11,1.308177474,1.623776739,1.5955064,1.333521432,2.002568136,1.633483508,1.584893192,1.32035178,1.223824937,1.151395399,1.800193333,1.419625896,1.165914401,1.389495494,1.245197085,1.584893192,1.678804018,1.064209244,1.085711119,1.279802214,1.089022962,1.291549665,1.304321387,1.467799268,1.467799268,1.274274986,1.668100537,1.995262315
salr,2.66072506,2.717756395,1.105295141,11.9708503,12.45197085,1.572973157,2.818382931,1,6.951927962,1,9.066649113,1.492495545,5.994842503,1.467799268,1.115883993,1.059253725,1.059253725,1,34.33320018,3.16227766,1.185971012,1,1,1.100694171,3.16227766,1,1,1
salm,1.525222957,1.889364668,1.069019205,4.067944321,8.030857221,1.633483508,1.995262315,1,5.032159359,1,7.453159674,1.649648074,150.5836354,1.178768635,1.056354104,1,1,1,34.33320018,1.085711119,1.185971012,1,1,1.100694171,2.15443469,1,1,1
CG6488,1.333521432,1.163561851,1.181581733,1.154781985,1.441219597,1.254182266,1.467799268,1.547587355,1.223824937,1.206792641,1.277564921,1.350314038,1.052500285,1.55051578,1.115883993,1.77827941,1.122018454,1.282649831,1.178768635,1.508590709,1.406527242,1.291549665,1.193776642,1.467799268,1.211527659,1.438449888,1.291549665,1
Dlg5,1.258925412,1.095150193,1.181581733,1.074607828,1.291549665,1.207722655,1.258925412,1.126481692,1.381499962,2.023589648,1.158323286,1.162030136,1.505836354,1.115883993,1.31536905,1.059253725,1.412537545,1,2.912632655,1.178768635,1.406527242,1.406527242,1.193776642,1.100694171,1.211527659,1.623776739,1.291549665,1
CG31705,39.81071706,6.951927962,27.21338768,16.548171,115.7422881,29.88201202,764.4222743,37.06512911,30.99046339,79.06043211,67.57518355,6.700187504,16.68100537,283.3876712,6.105402297,94.40608763,74.98942093,1.452653926,3433320.018,781.3707377,18.16599788,10000000,4.506570338,42.16965034,13.33521432,6158.482111,14.67799268,6.309573445
CG31706,1.039122304,1.030760802,1.033933849,1,1,1,1,1.04049831,1,1,1.102943312,1.051330177,1.052500285,1,1,1,1,1,1.085711119,1,1,1.089022962,1,1,1.333521432,1,1,1
kek2,68.12920691,85.94300333,13.96135391,80.58421878,15.5051578,13.02429122,5.411695265,11.72102298,3.642533115,12.64855217,70.96820648,34.95250133,3.782489906,1.637893707,29.93577295,26.6072506,167.8804018,1.064209244,3.433320018,2.682695795,11.85971012,3.300034791,41.24626383,16.15598098,16.15598098,1.274274986,1.291549665,2.511886432
CG14937,1.079775162,1.030760802,1.069019205,1.074607828,1.075835899,1.078417397,1.122018454,1,1,1,1.05021108,1.105295141,1.107756851,1.056354104,1,1,1.059253725,1,1.178768635,1,1,1.089022962,1.193776642,1,1.100694171,1.438449888,1.136463666,1
crol,19.95262315,13.5387618,16.49648074,7.498942093,44.75006297,6.855917356,8.576958986,8.531678524,12.74274986,5.963623317,7.827390868,11.62030136,12.2712524,19.30697729,13.89495494,11.88502227,6.309573445,1.282649831,78.13707377,10,5.994842503,23.46228848,2.894266125,4.641588834,908.5175757,48.32930239,113.6463666,5.011872336
