"","Gene","KEGG"
"2515","ash1","path:dme00310"
"2516","ash1","path:dme01100"
"2517","CG11828","path:dme00330"
"2518","CG11828","path:dme01100"
"2519","slgA","path:dme00330"
"2520","slgA","path:dme01100"
"2521","slgA","path:dme04068"
"2522","slgA","path:dme04140"
"2523","slgA","path:dme04150"
"2524","slgA","path:dme04213"
"2525","PH4alphaSG2","path:dme00330"
"2526","PH4alphaSG2","path:dme01100"
"2527","CG15539","path:dme00330"
"2528","CG15539","path:dme01100"
"2529","CG15864","path:dme00330"
"2530","CG15864","path:dme01100"
"2531","Cndp2","path:dme00330"
"2532","Cndp2","path:dme00340"
"2533","Cndp2","path:dme00410"
"2534","Cndp2","path:dme01100"
"2535","CG18231","path:dme00330"
"2536","CG18231","path:dme01100"
"2537","S-Lap5","path:dme00330"
"2538","S-Lap5","path:dme00480"
"2539","S-Lap5","path:dme01100"
"2540","CG18749","path:dme00330"
"2541","CG18749","path:dme01100"
"2542","CG31013","path:dme00330"
"2543","CG31013","path:dme01100"
"2544","PH4alphaSG1","path:dme00330"
"2545","PH4alphaSG1","path:dme01100"
"2546","PH4alphaPV","path:dme00330"
"2547","PH4alphaPV","path:dme01100"
"2548","CG31016","path:dme00330"
"2549","CG31016","path:dme01100"
"2550","PH4alphaNE3","path:dme00330"
"2551","PH4alphaNE3","path:dme01100"
"2552","CG31021","path:dme00330"
"2553","CG31021","path:dme01100"
"2554","PH4alphaEFB","path:dme00330"
"2555","PH4alphaEFB","path:dme01100"
"2556","CG31524","path:dme00330"
"2557","CG31524","path:dme01100"
"2558","Argk","path:dme00330"
"2559","S-Lap4","path:dme00330"
"2560","S-Lap4","path:dme00480"
"2561","S-Lap4","path:dme01100"
"2562","CG32199","path:dme00330"
"2563","CG32199","path:dme01100"
"2564","CG32201","path:dme00330"
"2565","CG32201","path:dme01100"
"2566","S-Lap2","path:dme00330"
"2567","S-Lap2","path:dme00480"
"2568","S-Lap2","path:dme01100"
"2569","CG34345","path:dme00330"
"2570","CG34345","path:dme01100"
"2571","CG4174","path:dme00330"
"2572","CG4174","path:dme01100"
"2573","S-Lap8","path:dme00330"
"2574","S-Lap8","path:dme00480"
"2575","S-Lap8","path:dme01100"
"2576","CG4546","path:dme00330"
"2577","loopin-1","path:dme00330"
"2578","loopin-1","path:dme00480"
"2579","loopin-1","path:dme01100"
"2580","CG5144","path:dme00330"
"2581","P5cr-2","path:dme00330"
"2582","P5cr-2","path:dme01100"
"2583","P5cr-2","path:dme01230"
"2584","P5cr","path:dme00330"
"2585","P5cr","path:dme01100"
"2586","P5cr","path:dme01230"
"2587","S-Lap1","path:dme00330"
"2588","S-Lap1","path:dme00480"
"2589","S-Lap1","path:dme01100"
"2590","CG7470","path:dme00330"
"2591","CG7470","path:dme01100"
"2592","CG7470","path:dme01230"
"2593","Odc2","path:dme00330"
"2594","Odc2","path:dme00480"
"2595","Odc2","path:dme01100"
"2596","Odc1","path:dme00330"
"2597","Odc1","path:dme00480"
"2598","Odc1","path:dme01100"
"2599","Oat","path:dme00330"
"2600","Oat","path:dme01100"
"2601","CG9698","path:dme00330"
"2602","CG9698","path:dme01100"
"2603","PH4alphaNE2","path:dme00330"
"2604","PH4alphaNE2","path:dme01100"
"2605","PH4alphaMP","path:dme00330"
"2606","PH4alphaMP","path:dme01100"
"2607","PH4alphaNE1","path:dme00330"
"2608","PH4alphaNE1","path:dme01100"
"2609","CG11596","path:dme00340"
"2610","CG11596","path:dme01100"
"2611","Hdc","path:dme00340"
"2612","Hdc","path:dme01100"
"2613","ple","path:dme00350"
"2614","ple","path:dme00790"
"2615","ple","path:dme01100"
"2616","amd","path:dme00350"
"2617","amd","path:dme01100"
"2618","Ddc","path:dme00350"
"2619","Ddc","path:dme00360"
"2620","Ddc","path:dme00380"
"2621","Ddc","path:dme01100"
"2622","Faa","path:dme00350"
"2623","Faa","path:dme01100"
"2624","Tbh","path:dme00190"
"2625","Tbh","path:dme00350"
"2626","Tbh","path:dme01100"
"2627","Tbh","path:dme01100"
"2628","yellow-f","path:dme00350"
"2629","yellow-f","path:dme01100"
"2630","Tdc2","path:dme00350"
"2631","Tdc2","path:dme01100"
"2632","PPO1","path:dme00350"
"2633","PPO1","path:dme01100"
"2634","PPO3","path:dme00350"
"2635","PPO3","path:dme01100"
"2636","hgo","path:dme00350"
"2637","hgo","path:dme01100"
"2638","CG5793","path:dme00350"
"2639","CG5793","path:dme01100"
"2640","yellow-f2","path:dme00350"
"2641","yellow-f2","path:dme01100"
"2642","GstZ1","path:dme00350"
"2643","GstZ1","path:dme01100"
"2644","GstZ2","path:dme00350"
"2645","GstZ2","path:dme01100"
"2646","Hn","path:dme00360"
"2647","Hn","path:dme00400"
"2648","Hn","path:dme00790"
"2649","Hn","path:dme01100"
"2650","Hn","path:dme01230"
"2651","cn","path:dme00380"
"2652","cn","path:dme01100"
"2653","cn","path:dme01240"
"2654","v","path:dme00380"
"2655","v","path:dme01100"
"2656","v","path:dme01240"
"2657","AANAT1","path:dme00380"
"2658","AANAT1","path:dme01100"
"2659","AANAT1","path:dme03013"
"2660","Cat","path:dme00380"
"2661","Cat","path:dme00630"
"2662","Cat","path:dme01100"
"2663","Cat","path:dme01200"
"2664","Cat","path:dme04068"
"2665","Cat","path:dme04146"
"2666","Cat","path:dme04213"
"2667","Trh","path:dme00380"
"2668","Trh","path:dme00790"
"2669","Trh","path:dme01100"
"2670","CG9314","path:dme00380"
"2671","CG9314","path:dme00630"
"2672","CG9314","path:dme01100"
"2673","CG9314","path:dme01200"
"2674","CG9314","path:dme04068"
"2675","CG9314","path:dme04146"
"2676","CG9314","path:dme04213"
"2677","KFase","path:dme00380"
"2678","KFase","path:dme00630"
"2679","KFase","path:dme01100"
"2680","KFase","path:dme01240"
"2681","CG5618","path:dme00410"
"2682","CG5618","path:dme00430"
"2683","CG5618","path:dme00770"
"2684","CG5618","path:dme01100"
"2685","b","path:dme00410"
"2686","b","path:dme00430"
"2687","b","path:dme00770"
"2688","b","path:dme01100"
"2689","CG1492","path:dme00430"
"2690","CG1492","path:dme00480"
"2691","CG1492","path:dme00590"
"2692","CG1492","path:dme01100"
"2693","CG17636","path:dme00430"
"2694","CG17636","path:dme00480"
"2695","CG17636","path:dme00590"
"2696","CG17636","path:dme01100"
"2697","CG4829","path:dme00430"
"2698","CG4829","path:dme00480"
"2699","CG4829","path:dme00590"
"2700","CG4829","path:dme01100"
"2701","Ggt-1","path:dme00430"
"2702","Ggt-1","path:dme00480"
"2703","Ggt-1","path:dme00590"
"2704","Ggt-1","path:dme01100"
"2705","CG7550","path:dme00430"
"2706","CG7550","path:dme01100"
"2707","Pcyt1","path:dme00440"
"2708","Pcyt1","path:dme00564"
"2709","Pcyt1","path:dme01100"
"2710","Pcyt1","path:dme04013"
"2711","Pcyt1","path:dme04068"
"2712","Pcyt1","path:dme04391"
"2713","Pcyt2","path:dme00440"
"2714","Pcyt2","path:dme00564"
"2715","Pcyt2","path:dme01100"
"2716","CG33116","path:dme00440"
"2717","CG33116","path:dme00564"
"2718","CG33116","path:dme00565"
"2719","CG33116","path:dme01100"
"2720","Pect","path:dme00440"
"2721","Pect","path:dme00564"
"2722","Pect","path:dme01100"
"2723","bbc","path:dme00440"
"2724","bbc","path:dme00564"
"2725","bbc","path:dme00565"
"2726","bbc","path:dme01100"
"2727","CG7149","path:dme00440"
"2728","CG7149","path:dme00564"
"2729","CG7149","path:dme00565"
"2730","CG7149","path:dme01100"
"2731","Trxr-2","path:dme00450"
"2732","Pstk","path:dme00450"
"2733","Pstk","path:dme00970"
"2734","SecS","path:dme00450"
"2735","SecS","path:dme00970"
"2736","SecS","path:dme01100"
"2737","MetRS","path:dme00450"
"2738","MetRS","path:dme00970"
"2739","MetRS","path:dme01100"
"2740","Trxr-1","path:dme00450"
"2741","MetRS-m","path:dme00450"
"2742","MetRS-m","path:dme00970"
"2743","MetRS-m","path:dme01100"
"2744","Sps2","path:dme00450"
"2745","Sps2","path:dme01100"
"2746","Sps1","path:dme00450"
"2747","Sps1","path:dme01100"
"2748","GstD1","path:dme00480"
"2749","GstD1","path:dme00980"
"2750","GstD1","path:dme00982"
"2751","GstD1","path:dme00983"
"2752","GstD1","path:dme01100"
"2753","GstD9","path:dme00480"
"2754","GstD9","path:dme00980"
"2755","GstD9","path:dme00982"
"2756","GstD9","path:dme00983"
"2757","GstD9","path:dme01100"
"2758","CG10365","path:dme00480"
"2759","CG10365","path:dme01100"
"2760","GstD4","path:dme00480"
"2761","GstD4","path:dme00980"
"2762","GstD4","path:dme00982"
"2763","GstD4","path:dme00983"
"2764","GstD4","path:dme01100"
"2765","GstE13","path:dme00480"
"2766","GstE13","path:dme00980"
"2767","GstE13","path:dme00982"
"2768","GstE13","path:dme00983"
"2769","GstE13","path:dme01100"
"2770","CG11951","path:dme00480"
"2771","CG11951","path:dme01100"
"2772","SP1029","path:dme00480"
"2773","SP1029","path:dme01100"
"2774","PHGPx","path:dme00480"
"2775","PHGPx","path:dme01100"
"2776","GstD5","path:dme00480"
"2777","GstD5","path:dme00980"
"2778","GstD5","path:dme00982"
"2779","GstD5","path:dme00983"
"2780","GstD5","path:dme01100"
"2781","S-Lap7","path:dme00480"
"2782","S-Lap7","path:dme01100"
"2783","CG14516","path:dme00480"
"2784","CG14516","path:dme01100"
"2785","CG15116","path:dme00480"
"2786","CG15116","path:dme01100"
"2787","GstT4","path:dme00480"
"2788","GstT4","path:dme00590"
"2789","GstT4","path:dme00980"
"2790","GstT4","path:dme00982"
"2791","GstT4","path:dme00983"
"2792","GstT4","path:dme01100"
"2793","GstT4","path:dme01100"
"2794","GstE12","path:dme00480"
"2795","GstE12","path:dme00980"
"2796","GstE12","path:dme00982"
"2797","GstE12","path:dme00983"
"2798","GstE12","path:dme01100"
"2799","GstT3","path:dme00480"
"2800","GstT3","path:dme00562"
"2801","GstT3","path:dme00562"
"2802","GstT3","path:dme00562"
"2803","GstT3","path:dme00562"
"2804","GstT3","path:dme00980"
"2805","GstT3","path:dme00982"
"2806","GstT3","path:dme00983"
"2807","GstT3","path:dme01100"
"2808","GstT3","path:dme01100"
"2809","GstT3","path:dme01100"
"2810","GstT3","path:dme01100"
"2811","GstT3","path:dme01100"
"2812","GstT3","path:dme03013"
"2813","GstT3","path:dme03015"
"2814","GstT3","path:dme04070"
"2815","GstT3","path:dme04070"
"2816","GstT3","path:dme04070"
"2817","GstT3","path:dme04070"
"2818","Mgstl","path:dme00480"
"2819","Mgstl","path:dme00980"
"2820","Mgstl","path:dme00982"
"2821","Mgstl","path:dme00983"
"2822","Mgstl","path:dme01100"
"2823","Mgstl","path:dme03010"
"2824","GstE10","path:dme00480"
"2825","GstE10","path:dme00980"
"2826","GstE10","path:dme00982"
"2827","GstE10","path:dme00983"
"2828","GstE10","path:dme01100"
"2829","GstE2","path:dme00480"
"2830","GstE2","path:dme00980"
"2831","GstE2","path:dme00982"
"2832","GstE2","path:dme00983"
"2833","GstE2","path:dme01100"
"2834","GstE3","path:dme00480"
"2835","GstE3","path:dme00980"
"2836","GstE3","path:dme00982"
"2837","GstE3","path:dme00983"
"2838","GstE3","path:dme01100"
"2839","GstE4","path:dme00480"
"2840","GstE4","path:dme00980"
"2841","GstE4","path:dme00982"
"2842","GstE4","path:dme00983"
"2843","GstE4","path:dme01100"
"2844","GstE5","path:dme00480"
"2845","GstE5","path:dme00980"
"2846","GstE5","path:dme00982"
"2847","GstE5","path:dme00983"
"2848","GstE5","path:dme01100"
"2849","GstE6","path:dme00480"
"2850","GstE6","path:dme00980"
"2851","GstE6","path:dme00982"
"2852","GstE6","path:dme00983"
"2853","GstE6","path:dme01100"
"2854","GstE7","path:dme00480"
"2855","GstE7","path:dme00980"
"2856","GstE7","path:dme00982"
"2857","GstE7","path:dme00983"
"2858","GstE7","path:dme01100"
"2859","GstE8","path:dme00480"
"2860","GstE8","path:dme00980"
"2861","GstE8","path:dme00982"
"2862","GstE8","path:dme00983"
"2863","GstE8","path:dme01100"
"2864","GstE9","path:dme00480"
"2865","GstE9","path:dme00980"
"2866","GstE9","path:dme00982"
"2867","GstE9","path:dme00983"
"2868","GstE9","path:dme01100"
"2869","GstD11","path:dme00480"
"2870","GstD11","path:dme00980"
"2871","GstD11","path:dme00982"
"2872","GstD11","path:dme00983"
"2873","GstD11","path:dme01100"
"2874","GstD10","path:dme00480"
"2875","GstD10","path:dme00980"
"2876","GstD10","path:dme00982"
"2877","GstD10","path:dme00983"
"2878","GstD10","path:dme01100"
"2879","CG2111","path:dme00480"
"2880","CG2111","path:dme01100"
"2881","CG2540","path:dme00480"
"2882","CG2540","path:dme01100"
"2883","GstT1","path:dme00480"
"2884","GstT1","path:dme00980"
"2885","GstT1","path:dme00982"
"2886","GstT1","path:dme00983"
"2887","GstT1","path:dme01100"
"2888","GstT2","path:dme00480"
"2889","GstT2","path:dme00980"
"2890","GstT2","path:dme00982"
"2891","GstT2","path:dme00983"
"2892","GstT2","path:dme01100"
"2893","Prx6005","path:dme00480"
"2894","Prx6005","path:dme01100"
"2895","CG31233","path:dme00480"
"2896","CG31233","path:dme01100"
"2897","CG31343","path:dme00480"
"2898","CG31343","path:dme01100"
"2899","CG31445","path:dme00480"
"2900","CG31445","path:dme01100"
"2901","S-Lap3","path:dme00480"
"2902","S-Lap3","path:dme01100"
"2903","CG33177","path:dme00480"
"2904","CG33177","path:dme00980"
"2905","CG33177","path:dme00982"
"2906","CG33177","path:dme00983"
"2907","CG33177","path:dme01100"
"2908","CG33178","path:dme00480"
"2909","CG33178","path:dme00980"
"2910","CG33178","path:dme00982"
"2911","CG33178","path:dme00983"
"2912","CG33178","path:dme01100"
"2913","gfzf","path:dme00480"
"2914","gfzf","path:dme00980"
"2915","gfzf","path:dme00982"
"2916","gfzf","path:dme00983"
"2917","gfzf","path:dme01100"
"2918","CG3502","path:dme00480"
"2919","CG3502","path:dme01100"
"2920","GstD2","path:dme00480"
"2921","GstD2","path:dme00980"
"2922","GstD2","path:dme00982"
"2923","GstD2","path:dme00983"
"2924","GstD2","path:dme01100"
"2925","GstD7","path:dme00480"
"2926","GstD7","path:dme00980"
"2927","GstD7","path:dme00982"
"2928","GstD7","path:dme00983"
"2929","GstD7","path:dme01100"
"2930","GstD3","path:dme00480"
"2931","GstD3","path:dme00980"
"2932","GstD3","path:dme00982"
"2933","GstD3","path:dme00983"
"2934","GstD3","path:dme01100"
"2935","GstD8","path:dme00480"
"2936","GstD8","path:dme00980"
"2937","GstD8","path:dme00982"
"2938","GstD8","path:dme00983"
"2939","GstD8","path:dme01100"
"2940","GstD6","path:dme00480"
"2941","GstD6","path:dme00563"
"2942","GstD6","path:dme00980"
"2943","GstD6","path:dme00982"
"2944","GstD6","path:dme00983"
"2945","GstD6","path:dme01100"
"2946","GstD6","path:dme01100"
"2947","GstE14","path:dme00480"
"2948","GstE14","path:dme00980"
"2949","GstE14","path:dme00982"
"2950","GstE14","path:dme00983"
"2951","GstE14","path:dme01100"
"2952","CG4752","path:dme00480"
"2953","CG4752","path:dme01100"
"2954","GstE1","path:dme00480"
"2955","GstE1","path:dme00980"
"2956","GstE1","path:dme00982"
"2957","GstE1","path:dme00983"
"2958","GstE1","path:dme01100"
"2959","GstE11","path:dme00480"
"2960","GstE11","path:dme00980"
"2961","GstE11","path:dme00982"
"2962","GstE11","path:dme00983"
"2963","GstE11","path:dme01100"
"2964","GstO1","path:dme00480"
"2965","GstO1","path:dme00980"
"2966","GstO1","path:dme00982"
"2967","GstO1","path:dme00983"
"2968","GstO1","path:dme01100"
"2969","GstO2","path:dme00480"
"2970","GstO2","path:dme00790"
"2971","GstO2","path:dme01100"
"2972","GstO3","path:dme00480"
"2973","GstO3","path:dme00790"
"2974","GstO3","path:dme01100"
"2975","se","path:dme00480"
"2976","se","path:dme00790"
"2977","se","path:dme01100"
"2978","GstS1","path:dme00480"
"2979","GstS1","path:dme00590"
"2980","GstS1","path:dme00980"
"2981","GstS1","path:dme00982"
"2982","GstS1","path:dme01100"
"2983","Dip-B","path:dme00480"
"2984","Dip-B","path:dme01100"
"2985","CG9806","path:dme00480"
"2986","CG9806","path:dme01100"
"2987","Amy-d","path:dme00500"
"2988","Amy-d","path:dme01100"
"2989","Amy-p","path:dme00500"
"2990","Amy-p","path:dme01100"
"2991","AGBE","path:dme00500"
"2992","AGBE","path:dme01100"
"2993","Tps1","path:dme00500"
"2994","Tps1","path:dme01100"
"2995","Gyg","path:dme00500"
"2996","Gyg","path:dme01100"
"2997","CG5171","path:dme00500"
"2998","CG5171","path:dme01100"
"2999","CG5177","path:dme00500"
"3000","CG5177","path:dme01100"
"3001","CG6262","path:dme00500"
"3002","CG6262","path:dme01100"
"3003","GlyS","path:dme00500"
"3004","GlyS","path:dme01100"
"3005","GlyP","path:dme00500"
"3006","GlyP","path:dme01100"
"3007","Amyrel","path:dme00500"
"3008","Amyrel","path:dme01100"
"3009","Treh","path:dme00500"
"3010","Treh","path:dme01100"
"3011","CG9485","path:dme00500"
"3012","CG9485","path:dme01100"
"3013","CG10166","path:dme00510"
"3014","CG10166","path:dme01100"
"3015","Alg11","path:dme00510"
"3016","Alg11","path:dme00513"
"3017","Alg11","path:dme01100"
"3018","Alg9","path:dme00510"
"3019","Alg9","path:dme00513"
"3020","Alg9","path:dme01100"
"3021","alpha-Man-Ib","path:dme00510"
"3022","alpha-Man-Ib","path:dme00513"
"3023","alpha-Man-Ib","path:dme01100"
"3024","alpha-Man-Ib","path:dme04141"
"3025","Alg2","path:dme00510"
"3026","Alg2","path:dme00513"
"3027","Alg2","path:dme00532"
"3028","Alg2","path:dme01100"
"3029","Alg2","path:dme01100"
"3030","Alg2","path:dme04013"
"3031","Alg2","path:dme04214"
"3032","Alg2","path:dme04391"
"3033","Dad1","path:dme00510"
"3034","Dad1","path:dme00513"
"3035","Dad1","path:dme01100"
"3036","Dad1","path:dme04141"
"3037","Mgat1","path:dme00510"
"3038","Mgat1","path:dme00513"
"3039","Mgat1","path:dme01100"
"3040","GCS2alpha","path:dme00510"
"3041","GCS2alpha","path:dme01100"
"3042","GCS2alpha","path:dme04141"
"3043","CG14512","path:dme00510"
"3044","CG14512","path:dme00513"
"3045","CG14512","path:dme01100"
"3046","Stt3A","path:dme00510"
"3047","Stt3A","path:dme00513"
"3048","Stt3A","path:dme01100"
"3049","Stt3A","path:dme04141"
"3050","GCS1","path:dme00510"
"3051","GCS1","path:dme01100"
"3052","GCS1","path:dme04141"
"3053","CG17173","path:dme00510"
"3054","CG17173","path:dme00513"
"3055","CG17173","path:dme01100"
"3056","Alg1","path:dme00510"
"3057","Alg1","path:dme00513"
"3058","Alg1","path:dme01100"
"3059","alpha-Man-IIa","path:dme00510"
"3060","alpha-Man-IIa","path:dme00513"
"3061","alpha-Man-IIa","path:dme01100"
"3062","FucT6","path:dme00510"
"3063","FucT6","path:dme00513"
"3064","FucT6","path:dme01100"
"3065","alpha-Man-Ic","path:dme00510"
"3066","alpha-Man-Ic","path:dme00513"
"3067","alpha-Man-Ic","path:dme01100"
"3068","alpha-Man-Ic","path:dme04141"
"3069","CG31849","path:dme00510"
"3070","CG31849","path:dme01100"
"3071","Alg10","path:dme00510"
"3072","Alg10","path:dme01100"
"3073","CG33303","path:dme00510"
"3074","CG33303","path:dme00513"
"3075","CG33303","path:dme01100"
"3076","CG33303","path:dme04141"
"3077","CG33977","path:dme00510"
"3078","CG33977","path:dme01100"
"3079","Alg3","path:dme00510"
"3080","Alg3","path:dme00513"
"3081","Alg3","path:dme01100"
"3082","alpha-Man-Ia","path:dme00510"
"3083","alpha-Man-Ia","path:dme00513"
"3084","alpha-Man-Ia","path:dme01100"
"3085","alpha-Man-Ia","path:dme04141"
"3086","CG42456","path:dme00510"
"3087","CG42456","path:dme00563"
"3088","CG42456","path:dme01100"
"3089","xit","path:dme00510"
"3090","xit","path:dme01100"
"3091","gny","path:dme00510"
"3092","gny","path:dme01100"
"3093","CG5287","path:dme00510"
"3094","CG5287","path:dme01100"
"3095","Alg14","path:dme00510"
"3096","Alg14","path:dme00513"
"3097","Alg14","path:dme01100"
"3098","OstDelta","path:dme00510"
"3099","OstDelta","path:dme00513"
"3100","OstDelta","path:dme01100"
"3101","OstDelta","path:dme04141"
"3102","Stt3B","path:dme00510"
"3103","Stt3B","path:dme00513"
"3104","Stt3B","path:dme01100"
"3105","Stt3B","path:dme04141"
"3106","Ostgamma","path:dme00510"
"3107","Ostgamma","path:dme00513"
"3108","Ostgamma","path:dme04141"
"3109","CG7840","path:dme00510"
"3110","CG7840","path:dme01100"
"3111","wol","path:dme00510"
"3112","wol","path:dme01100"
"3113","Mgat2","path:dme00510"
"3114","Mgat2","path:dme00513"
"3115","Mgat2","path:dme01100"
"3116","CG8311","path:dme00510"
"3117","CG8311","path:dme01100"
"3118","CG8412","path:dme00510"
"3119","CG8412","path:dme00513"
"3120","CG8412","path:dme01100"
"3121","Ost48","path:dme00510"
"3122","Ost48","path:dme00513"
"3123","Ost48","path:dme01100"
"3124","Ost48","path:dme04141"
"3125","CG9384","path:dme00510"
"3126","CG9384","path:dme00513"
"3127","CG9384","path:dme01100"
"3128","CG9662","path:dme00510"
"3129","CG9662","path:dme00513"
"3130","CG9662","path:dme04141"
"3131","kud","path:dme00510"
"3132","kud","path:dme00513"
"3133","kud","path:dme04141"
"3134","CG10474","path:dme00511"
"3135","CG10474","path:dme04142"
